index,Index,Label,unit,start,last,1984-S1,1984-S2,1985-S1,1985-S2,1986-S1,1986-S2,1987-S1,1987-S2,1988-S1,1988-S2,1989-S1,1989-S2,1990-S1,1990-S2,1991-S1,1991-S2,1992-S1,1992-S2,1993-S1,1993-S2,1994-S1,1994-S2,1995-S1,1995-S2,1996-S1,1996-S2,1997-S1,1997-S2,1998-S1,1998-S2,1999-S1,1999-S2,2000-S1,2000-S2,2001-S1,2001-S2,2002-S1,2002-S2,2003-S1,2003-S2,2004-S1,2004-S2,2005-S1,2005-S2,2006-S1,2006-S2,2007-S1,2007-S2,2008-S1,2008-S2,2009-S1,2009-S2,2010-S1,2010-S2,2011-S1,2011-S2,2012-S1,2012-S2,2013-S1,2013-S2,2014-S1,2014-S2,2015-S1,2015-S2,2016-S1,2016-S2,2017-S1,2017-S2,2018-S1,2018-S2,2019-S1,2019-S2,2020-S1,2020-S2,2021-S1,2021-S2
CUUS0200AA0      ,CUUS0200AA0      ,"All items - old base in Midwest urban, all urban consumers, not seasonally adjusted",Index base: 1977.12=100,1984-S01,2021-S03,167.0,170.1,172.4,174.9,175.1,176.5,180.0,184.2,186.5,191.5,195.7,199.5,204.4,210.3,214.0,217.0,219.7,223.1,226.4,229.3,232.3,236.5,240.1,242.9,246.9,250.9,254.0,256.0,258.2,260.1,262.7,266.8,271.8,276.0,281.1,281.2,282.8,286.2,289.2,290.9,295.1,299.2,303.3,309.9,313.0,315.0,319.927,324.787,333.16,335.177,329.522,334.526,337.38,339.624,347.328,351.469,355.177,357.799,361.141,361.826,366.519,367.038,363.883,365.721,366.369,369.435,372.841,375.195,380.163,382.243,385.095,388.655,388.405,392.711,402.715,418.108
CUUS0200SA0      ,CUUS0200SA0      ,"All items in Midwest urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,102.6,104.5,106.0,107.5,107.6,108.5,110.6,113.2,114.6,117.7,120.3,122.7,125.6,129.2,131.5,133.4,135.0,137.2,139.2,140.9,142.7,145.3,147.5,149.3,151.8,154.2,156.1,157.3,158.7,159.9,161.5,164.0,167.0,169.6,172.8,172.9,173.8,175.9,177.8,178.8,181.4,183.9,186.4,190.5,192.4,193.6,196.629,199.616,204.763,206.002,202.527,205.602,207.356,208.736,213.47,216.016,218.294,219.906,221.96,222.381,225.265,225.585,223.645,224.775,225.173,227.057,229.151,230.598,233.651,234.929,236.682,238.87,238.716,241.363,247.511,256.973
CUUS0200SA0E     ,CUUS0200SA0E     ,"Energy in Midwest urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,100.8,102.4,101.4,104.0,92.4,86.1,87.9,92.4,88.4,91.8,94.1,95.8,96.3,105.3,100.3,100.0,97.6,101.2,100.5,100.8,98.7,102.3,100.6,100.2,105.1,109.6,108.7,107.9,102.3,100.1,99.2,110.1,120.6,128.1,136.6,119.6,114.7,123.4,133.7,136.4,145.8,154.8,161.4,189.7,193.6,189.0,199.159,210.855,235.407,227.785,177.728,193.79,204.164,208.799,238.294,238.922,239.011,239.201,242.074,234.23,245.115,231.31,196.572,194.742,178.03,188.181,193.819,200.543,207.907,208.435,200.851,204.105,181.41,184.421,213.343,240.098
CUUS0200SA0L1    ,CUUS0200SA0L1    ,"All items less food in Midwest urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,102.8,104.9,106.4,108.2,107.9,108.4,110.5,113.3,114.6,117.6,120.1,122.4,125.0,128.8,131.1,133.2,135.0,137.4,139.5,141.3,143.2,146.0,148.0,149.9,152.4,154.6,156.5,157.8,159.0,160.1,161.6,164.3,167.6,170.2,173.5,173.1,174.1,176.5,178.4,179.2,181.7,184.2,186.7,191.2,193.1,194.1,197.013,199.835,204.918,205.155,200.882,204.609,206.434,207.807,212.538,214.673,216.888,218.545,220.636,221.019,223.745,223.55,221.12,222.18,222.635,224.916,227.227,228.687,231.972,233.377,234.993,237.3,236.392,239.018,245.53,254.77
CUUS0200SA0L1E   ,CUUS0200SA0L1E   ,"All items less food and energy in Midwest urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,103.1,105.4,107.3,109.1,111.0,112.7,114.9,117.6,119.7,122.7,125.2,127.7,130.6,133.7,137.1,139.6,142.0,144.3,146.8,148.8,151.4,154.1,156.8,159.0,161.1,163.0,165.4,167.0,169.3,170.9,172.8,174.3,176.5,178.4,180.8,183.1,185.1,186.6,187.4,188.1,189.6,191.3,193.2,194.5,196.2,198.0,199.99,201.708,204.335,205.601,207.229,209.409,210.209,211.202,212.945,215.303,217.775,219.648,221.675,223.117,224.93,226.412,227.928,229.362,231.966,233.369,235.334,236.206,239.051,240.586,243.338,245.572,247.081,249.716,253.912,261.423
CUUS0200SA0L2    ,CUUS0200SA0L2    ,"All items less shelter in Midwest urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,102.8,104.5,105.8,107.0,106.6,107.0,109.0,111.5,112.6,115.8,118.5,120.7,123.8,127.3,129.6,131.3,132.7,134.8,136.7,138.2,139.7,142.3,144.2,145.5,147.8,150.3,151.9,152.6,153.5,154.3,155.6,158.3,161.3,163.7,167.1,166.2,166.2,168.1,170.0,171.0,173.7,176.2,179.1,184.2,186.2,186.8,190.048,193.486,199.718,201.449,196.229,199.946,202.587,204.26,210.266,213.167,215.45,216.838,218.663,218.407,221.504,220.968,217.226,217.764,216.834,218.288,219.912,220.807,223.348,223.621,224.204,225.902,224.586,227.352,234.309,244.433
CUUS0200SA0L5    ,CUUS0200SA0L5    ,"All items  less medical care in Midwest urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,102.5,104.3,105.6,107.1,106.9,107.6,109.7,112.2,113.5,116.5,119.0,121.2,123.9,127.4,129.4,131.1,132.4,134.4,136.2,137.8,139.4,141.9,143.9,145.6,148.0,150.5,152.3,153.5,154.6,155.7,157.1,159.5,162.5,165.0,167.9,167.8,168.5,170.4,172.1,173.0,175.3,177.6,179.9,183.8,185.5,186.5,189.264,192.042,197.14,198.313,194.376,197.317,198.822,200.074,204.669,207.097,209.06,210.415,212.287,212.502,215.168,215.273,212.927,213.946,213.842,215.319,217.319,218.763,221.859,223.039,224.623,226.366,225.688,228.141,234.418,244.368
CUUS0200SA0LE    ,CUUS0200SA0LE    ,"All items less energy in Midwest urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,102.9,104.9,106.6,108.1,109.9,111.9,114.1,116.5,118.7,121.6,124.3,126.8,130.1,133.0,136.3,138.4,140.5,142.5,144.9,146.8,149.2,151.7,154.4,156.4,158.6,160.8,163.0,164.6,166.8,168.4,170.3,171.8,174.0,175.9,178.4,180.7,182.5,183.8,184.8,185.7,187.5,189.2,191.3,192.6,194.3,196.2,198.498,200.569,203.655,205.874,207.439,209.133,210.004,211.058,213.248,216.023,218.527,220.31,222.299,223.614,225.741,227.53,228.975,230.424,232.621,233.713,235.483,236.427,239.069,240.44,243.164,245.27,247.248,249.897,254.022,262.011
CUUS0200SAA      ,CUUS0200SAA      ,"Apparel in Midwest urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,100.8,102.6,103.8,105.5,103.6,105.5,106.2,111.5,113.8,117.2,117.6,119.7,122.2,124.3,125.4,128.4,128.3,129.9,130.5,131.3,131.2,131.6,130.2,130.9,130.5,128.9,132.4,131.2,130.6,130.6,128.7,127.4,125.3,124.3,123.8,122.1,119.3,117.3,114.8,115.6,114.4,115.2,114.1,112.5,110.5,109.9,110.856,109.485,110.648,111.932,111.192,112.967,111.991,111.623,111.568,116.935,118.399,119.943,120.134,122.162,121.592,122.363,117.558,118.824,117.435,116.908,117.564,118.048,118.622,116.287,115.97,116.347,111.197,108.747,111.94,111.501
CUUS0200SAC      ,CUUS0200SAC      ,"Commodities in Midwest urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,102.5,103.5,104.6,105.3,103.7,103.4,105.7,108.3,109.4,112.3,115.0,117.0,120.1,123.7,125.0,126.1,126.8,128.5,129.8,130.4,131.5,134.0,135.3,135.8,138.1,139.8,140.9,140.9,140.8,141.1,142.1,144.1,147.0,147.8,149.8,148.3,147.1,147.6,148.3,147.6,149.9,151.5,154.3,157.9,159.4,159.2,161.687,164.829,170.86,170.146,164.102,167.948,170.353,170.998,178.755,181.397,183.941,183.933,184.899,183.467,185.855,183.891,178.089,178.065,175.437,175.506,176.661,177.019,179.44,178.901,179.151,179.88,177.108,179.354,186.996,198.674
