index,Index,Label,unit,start,last,1984-S1,1984-S2,1985-S1,1985-S2,1986-S1,1986-S2,1987-S1,1987-S2,1988-S1,1988-S2,1989-S1,1989-S2,1990-S1,1990-S2,1991-S1,1991-S2,1992-S1,1992-S2,1993-S1,1993-S2,1994-S1,1994-S2,1995-S1,1995-S2,1996-S1,1996-S2,1997-S1,1997-S2,1998-S1,1998-S2,1999-S1,1999-S2,2000-S1,2000-S2,2001-S1,2001-S2,2002-S1,2002-S2,2003-S1,2003-S2,2004-S1,2004-S2,2005-S1,2005-S2,2006-S1,2006-S2,2007-S1,2007-S2,2008-S1,2008-S2,2009-S1,2009-S2,2010-S1,2010-S2,2011-S1,2011-S2,2012-S1,2012-S2,2013-S1,2013-S2,2014-S1,2014-S2,2015-S1,2015-S2,2016-S1,2016-S2,2017-S1,2017-S2,2018-S1,2018-S2,2019-S1,2019-S2,2020-S1,2020-S2,2021-S1,2021-S2
CUUS0000SETB02   ,CUUS0000SETB02   ,"Other motor fuels in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.926,234.693,221.549,220.852,197.813,179.656,220.024,255.428
CUUS0000SETC     ,CUUS0000SETC     ,"Motor vehicle parts and equipment in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.156,144.168,145.906,146.969,148.112,147.99,150.461,159.739
CUUS0000SETC01   ,CUUS0000SETC01   ,"Tires in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.184,122.63,124.765,125.273,125.048,125.295,128.029,136.402
CUUS0000SETC02   ,CUUS0000SETC02   ,"Vehicle accessories other than tires in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.67,173.764,174.523,176.61,180.768,179.755,181.171,191.16
CUUS0000SETD     ,CUUS0000SETD     ,"Motor vehicle maintenance and repair in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,102.9,104.6,105.9,107.7,109.4,111.3,113.7,115.8,118.5,120.9,123.6,126.1,128.7,131.5,134.2,137.7,140.3,142.3,144.8,146.9,149.1,151.2,153.0,155.1,157.0,159.7,161.8,163.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.327,288.389,293.75,298.25,303.692,308.289,313.583,322.307
CUUS0000SETD01   ,CUUS0000SETD01   ,"Motor vehicle body work in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.778,304.683,309.618,317.312,322.106,327.267,334.952,350.97
CUUS0000SETD02   ,CUUS0000SETD02   ,"Motor vehicle maintenance and servicing in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.141,260.695,266.772,271.609,275.551,278.775,283.391,291.017
CUUS0000SETD03   ,CUUS0000SETD03   ,"Motor vehicle repair in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.112,176.59,178.549,180.171,184.883,188.851,192.163,197.233
CUUS0000SETE     ,CUUS0000SETE     ,"Motor vehicle insurance in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562.295,569.618,571.393,570.672,543.641,545.625,563.88,566.746
CUUS0000SETF     ,CUUS0000SETF     ,"Motor vehicle fees in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.998,189.348,191.755,193.97,195.291,195.901,197.4,198.61
CUUS0000SETF01   ,CUUS0000SETF01   ,"State motor vehicle registration and license fees in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.031,178.72,179.597,182.01,184.562,185.555,186.128,186.407
CUUS0000SETF03   ,CUUS0000SETF03   ,"Parking and other fees in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.317,206.566,211.025,213.049,212.774,212.919,215.7,218.145
CUUS0000SETG     ,CUUS0000SETG     ,"Public transportation in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,104.1,107.2,108.9,112.1,115.9,118.0,120.6,121.5,122.0,124.6,128.5,130.6,138.8,146.5,150.8,147.1,151.2,151.5,163.7,170.3,174.3,169.6,174.8,177.0,178.3,185.5,186.8,186.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.39,255.151,260.336,258.591,234.376,220.53,232.973,229.444
CUUS0000SETG01   ,CUUS0000SETG01   ,"Airline fares in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.301,259.516,267.037,263.765,227.252,207.84,220.835,214.263
CUUS0000SETG02   ,CUUS0000SETG02   ,"Other intercity transportation in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.565,158.786,159.648,158.574,151.305,152.881,163.223,161.889
CUUS0000SETG03   ,CUUS0000SETG03   ,"Intracity transportation in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.1,319.541,322.07,324.553,323.172,310.988,322.178,326.548
CUUS0000SS45011  ,CUUS0000SS45011  ,"New cars in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,102.2,103.3,105.5,106.6,109.2,112.0,113.9,115.3,116.2,117.5,119.5,119.0,121.2,120.7,125.2,125.4,128.2,128.5,131.0,132.0,135.3,136.7,139.1,138.9,141.3,141.6,142.5,140.8,141.2,140.2,140.2,138.9,139.9,139.2,139.5,138.3,138.0,136.6,135.6,133.8,134.5,133.4,135.8,134.7,136.8,136.1,136.384,135.346,135.621,135.181,136.044,137.325,138.504,137.685,140.964,143.489,144.22,144.136,145.509,144.338,144.834,144.104,145.046,143.745,144.338,143.043,144.379,140.94,142.022,141.914,143.29,142.311,143.495,144.416,146.768,157.147
CUUS0000SS4501A  ,CUUS0000SS4501A  ,"New cars and trucks in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.9,99.2,99.5,98.8,99.4,98.7,99.1,98.2,97.6,96.7,96.3,95.0,95.5,94.6,96.4,94.8,96.0,94.8,94.858,93.997,93.958,92.066,93.313,94.654,95.825,95.476,97.861,98.857,99.976,99.963,101.207,100.894,101.431,101.336,102.266,101.743,102.432,101.819,102.813,100.904,101.573,101.171,102.216,101.288,102.045,102.524,104.55,112.04
CUUS0000SS45021  ,CUUS0000SS45021  ,"New trucks in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1983.12=100,2018-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.279,155.29,157.0,155.514,156.75,157.476,160.928,172.448
CUUS0000SS47014  ,CUUS0000SS47014  ,"Gasoline, unleaded regular in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,98.4,97.2,97.4,100.3,83.1,69.7,76.4,82.1,78.3,80.8,86.0,87.1,89.0,108.9,97.7,96.8,94.0,99.6,96.2,94.3,91.6,99.9,98.3,96.8,103.0,104.8,104.2,103.4,91.1,87.2,89.8,106.1,124.3,130.3,131.6,113.6,108.8,120.0,134.3,133.6,153.6,164.2,176.0,212.8,222.0,218.0,229.11,247.192,292.169,263.045,179.375,221.582,236.489,239.287,303.113,300.187,314.856,307.692,307.789,295.348,304.219,274.578,212.698,204.725,177.139,190.002,202.532,212.627,233.976,238.105,224.863,229.084,189.671,187.807,238.591,279.153
CUUS0000SS47015  ,CUUS0000SS47015  ,"Gasoline, unleaded midgrade in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1993.12=100,1994-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,99.4,107.1,105.2,103.7,109.4,111.3,110.7,109.8,98.0,94.5,96.5,112.4,130.1,136.0,137.0,118.9,114.6,125.9,139.8,138.7,158.3,169.3,180.6,217.6,226.6,222.2,232.83,252.08,297.294,269.096,186.816,228.36,243.194,246.443,309.238,307.037,321.329,315.637,317.29,304.999,316.342,287.833,227.41,223.803,196.743,209.472,222.734,232.52,254.07,260.386,247.686,253.939,217.117,215.548,263.7,305.962
CUUS0000SS47016  ,CUUS0000SS47016  ,"Gasoline, unleaded premium in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,99.4,98.8,99.3,100.9,87.7,75.2,80.4,86.0,83.4,85.8,90.7,92.7,95.0,112.3,102.4,101.9,99.4,104.3,101.4,100.4,97.8,104.8,102.9,101.5,106.2,108.0,107.3,106.4,95.7,92.6,94.6,109.1,124.9,130.5,131.4,115.5,111.1,121.5,134.0,133.6,151.1,161.6,171.9,205.6,213.6,210.5,220.036,237.896,279.062,254.031,178.542,216.776,230.317,233.243,290.342,288.578,301.898,297.337,298.595,289.122,296.926,272.847,220.124,217.905,193.641,205.979,218.541,228.083,248.775,255.476,244.338,250.743,216.371,214.56,258.11,297.727
CUUS0000SS47021  ,CUUS0000SS47021  ,"Motor oil, coolant, and fluids in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.225,395.585,389.641,400.288,399.417,389.259,392.446,419.487
CUUS0000SS48021  ,CUUS0000SS48021  ,"Vehicle parts and equipment other than tires in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.443,163.942,165.099,166.381,171.437,170.672,171.597,178.629
CUUS0000SS52051  ,CUUS0000SS52051  ,"Parking fees and tolls in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.21,233.805,238.019,239.971,240.072,240.989,247.072,251.045
CUUS0000SS53021  ,CUUS0000SS53021  ,"Intercity bus fare in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 2007.12=100,2018-S01,2020-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.71,133.822,147.445,161.162,142.743,172.318,,
CUUS0000SS53023  ,CUUS0000SS53023  ,"Ship fare in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.75,66.04,65.859,63.974,61.063,60.035,65.176,64.496
CUUS0000SS53031  ,CUUS0000SS53031  ,"Intracity mass transit in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 2009.12=100,2018-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.687,128.339,129.083,130.532,130.022,121.443,124.079,127.513
CUUSN000SAT      ,CUUSN000SAT      ,"Transportation in Size Class B/C, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.2,98.5,99.0,102.8,106.8,108.2,109.2,106.2,105.5,107.6,110.2,109.3,112.7,115.1,118.5,125.4,127.4,126.8,128.289,132.097,140.695,135.636,121.129,130.081,135.196,136.669,148.532,149.765,152.88,152.064,152.79,151.476,153.432,148.94,139.415,138.393,135.538,137.25,140.831,141.72,146.585,147.591,146.258,146.605,139.367,141.858,154.731,170.787
CUUSN000SAT1     ,CUUSN000SAT1     ,"Private transportation in Size Class B/C, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.8,98.1,98.4,102.2,106.1,107.5,108.6,105.5,104.9,107.2,109.8,108.8,112.4,114.9,118.4,125.3,127.3,126.5,128.141,131.902,140.531,135.021,120.595,129.694,134.915,136.284,148.252,149.479,152.599,151.818,152.534,151.409,153.253,148.782,138.658,137.678,134.483,136.66,140.039,141.372,146.274,147.552,145.937,146.455,139.763,142.891,155.827,172.9
CUUSN000SATCLTB  ,CUUSN000SATCLTB  ,"Transportation commodities less motor fuel in Size Class B/C, all urban consumers, not seasonally adjusted",Index base: 2009.12=100,2010-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.895,101.581,103.381,105.435,105.883,105.946,106.23,106.491,106.185,105.881,106.384,106.217,106.709,105.207,105.631,103.826,104.623,104.337,105.471,105.054,104.992,109.402,115.515,129.746
CUUSN000SETA     ,CUUSN000SETA     ,"New and used motor vehicles in Size Class B/C, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.2,100.3,100.2,100.7,100.8,100.9,101.8,101.0,99.8,98.8,97.5,94.7,93.5,93.6,95.2,95.2,95.9,95.1,94.246,93.979,94.036,91.832,91.478,93.921,96.676,97.295,98.686,100.499,100.686,100.672,100.978,101.426,101.229,101.008,101.525,101.257,101.816,100.506,100.899,99.457,100.457,100.466,101.136,100.751,100.459,104.86,110.62,124.296
CUUSN000SETA01   ,CUUSN000SETA01   ,"New vehicles in Size Class B/C, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.1,99.6,100.1,99.4,99.8,99.1,99.8,98.9,98.5,97.5,96.6,95.2,95.6,94.5,96.5,95.3,96.7,95.5,95.556,94.505,94.69,92.811,94.139,95.529,96.885,96.361,98.69,99.103,100.491,100.691,101.746,101.395,101.5,101.426,102.576,102.392,103.424,102.912,104.469,102.501,103.063,102.585,103.701,102.918,103.664,104.819,106.326,113.605
CUUSN000SETA02   ,CUUSN000SETA02   ,"Used cars and trucks in Size Class B/C, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.5,102.6,100.4,104.4,103.4,105.3,107.0,105.9,102.6,101.2,99.4,92.6,88.4,91.4,93.2,94.7,94.4,94.0,90.61,92.048,92.014,88.054,82.473,88.232,95.222,97.447,98.101,102.144,100.967,100.705,100.002,101.471,100.736,100.03,99.296,99.24,98.436,95.534,94.224,92.757,93.679,93.504,94.525,94.498,93.403,101.634,112.814,134.195
CUUSN000SETB     ,CUUSN000SETB     ,"Motor fuel in Size Class B/C, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.9,88.4,89.8,107.0,124.7,129.7,129.9,112.2,108.7,119.4,132.4,131.8,152.0,162.8,174.6,211.0,219.3,215.6,225.95,246.603,291.868,263.677,179.12,219.126,235.716,237.912,300.434,298.327,311.345,304.383,304.713,294.437,302.757,274.703,210.481,201.191,175.51,188.775,200.225,209.999,229.53,233.952,219.783,223.697,186.131,184.495,233.402,272.416
CUUSN000SETB01   ,CUUSN000SETB01   ,"Gasoline (all types) in Size Class B/C, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.8,88.4,89.8,107.1,124.7,129.7,130.0,112.2,108.8,119.6,132.6,132.0,152.3,163.1,174.9,211.4,219.8,215.9,226.419,247.061,291.761,262.844,179.685,220.415,236.894,238.87,301.777,299.279,312.404,305.145,305.523,295.114,303.256,274.958,210.577,201.607,175.908,189.122,200.593,210.338,229.831,234.041,219.854,223.896,185.928,184.773,233.918,273.027
CUUSN000SETE     ,CUUSN000SETE     ,"Motor vehicle insurance in Size Class B/C, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2017-S02,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.385,219.585,222.805,223.716,222.926,210.362,209.078,219.228,220.454
CUUSN000SS45011  ,CUUSN000SS45011  ,"New cars in Size Class B/C, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.9,99.3,99.5,98.7,99.2,98.6,99.1,98.2,98.3,97.2,96.3,95.0,95.3,94.6,96.1,95.7,97.4,96.9,97.008,96.365,96.546,96.3,97.119,98.07,99.214,98.523,100.629,101.924,102.665,102.854,103.681,102.597,102.256,101.858,102.778,102.46,103.321,102.441,103.9,101.063,101.54,101.627,102.775,102.265,103.456,105.057,106.492,113.585
CUUSN000SS4501A  ,CUUSN000SS4501A  ,"New cars and trucks in Size Class B/C, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.1,99.6,100.1,99.4,99.8,99.1,99.8,99.0,98.6,97.5,96.7,95.3,95.8,94.7,96.6,95.4,96.8,95.5,95.622,94.575,94.754,92.806,94.163,95.528,96.902,96.403,98.762,99.162,100.56,100.762,101.861,101.496,101.576,101.542,102.707,102.509,103.543,103.002,104.601,102.594,103.154,102.682,103.798,103.013,103.773,104.925,106.435,113.74
CUUSN000SS47014  ,CUUSN000SS47014  ,"Gasoline, unleaded regular in Size Class B/C, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.6,87.8,89.5,107.6,126.1,131.1,131.6,112.8,109.3,120.6,134.4,133.9,155.0,166.0,178.3,216.0,224.8,220.9,231.846,252.94,298.895,269.108,182.481,224.752,241.688,243.61,308.812,306.057,319.749,311.685,311.674,300.6,309.152,279.416,212.705,202.722,176.146,189.541,201.108,211.04,230.857,234.809,220.259,224.085,185.017,183.924,234.6,274.214
