index,Index,Label,unit,start,last,1984-S1,1984-S2,1985-S1,1985-S2,1986-S1,1986-S2,1987-S1,1987-S2,1988-S1,1988-S2,1989-S1,1989-S2,1990-S1,1990-S2,1991-S1,1991-S2,1992-S1,1992-S2,1993-S1,1993-S2,1994-S1,1994-S2,1995-S1,1995-S2,1996-S1,1996-S2,1997-S1,1997-S2,1998-S1,1998-S2,1999-S1,1999-S2,2000-S1,2000-S2,2001-S1,2001-S2,2002-S1,2002-S2,2003-S1,2003-S2,2004-S1,2004-S2,2005-S1,2005-S2,2006-S1,2006-S2,2007-S1,2007-S2,2008-S1,2008-S2,2009-S1,2009-S2,2010-S1,2010-S2,2011-S1,2011-S2,2012-S1,2012-S2,2013-S1,2013-S2,2014-S1,2014-S2,2015-S1,2015-S2,2016-S1,2016-S2,2017-S1,2017-S2,2018-S1,2018-S2,2019-S1,2019-S2,2020-S1,2020-S2,2021-S1,2021-S2
CUUS0000SAF      ,CUUS0000SAF      ,"Food and beverages in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,102.8,103.7,105.3,106.0,107.9,110.3,112.8,114.2,116.5,119.9,123.6,126.2,131.0,133.2,136.7,136.9,138.4,139.0,141.1,142.1,144.0,145.7,148.3,149.5,152.2,155.2,157.0,158.5,160.3,161.9,163.9,165.2,167.2,169.5,172.4,174.8,176.5,177.1,179.1,182.0,185.3,187.9,190.2,192.2,194.6,196.7,201.145,205.454,210.832,217.619,218.721,217.778,219.422,220.546,225.576,230.155,232.934,234.406,236.44,237.491,240.615,244.282,245.983,247.626,247.877,247.429,249.054,250.621,252.539,254.154,257.262,258.764,264.571,268.679,272.209,281.418
CUUS0000SAF1     ,CUUS0000SAF1     ,"Food in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,102.8,103.7,105.3,105.8,107.7,110.2,112.8,114.1,116.4,119.9,123.8,126.4,131.3,133.4,136.3,136.2,137.6,138.2,140.3,141.4,143.4,145.2,147.8,149.0,151.7,154.9,156.6,158.0,159.9,161.5,163.5,164.7,166.7,169.0,171.9,174.3,175.9,176.5,178.5,181.4,184.9,187.5,189.7,191.8,194.1,196.3,200.711,205.121,210.595,217.618,218.535,217.376,219.082,220.168,225.425,230.259,233.013,234.541,236.522,237.552,240.814,244.635,246.375,248.095,248.194,247.669,249.268,250.862,252.756,254.361,257.541,259.092,265.101,269.338,272.937,282.574
CUUS0000SAF11    ,CUUS0000SAF11    ,"Food at home in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,102.6,103.0,104.4,104.2,106.0,108.5,111.5,112.3,114.6,118.5,123.0,125.4,131.5,133.2,136.6,135.1,136.7,137.0,139.6,140.5,143.0,145.2,148.3,149.2,152.5,156.1,157.6,158.7,160.4,161.8,163.8,164.7,166.7,169.1,172.2,174.5,175.9,175.3,177.7,181.1,185.0,187.4,189.1,190.5,192.3,193.9,198.989,203.501,210.067,218.184,216.823,213.424,215.506,216.165,223.311,229.09,231.5,232.047,233.822,233.916,237.533,241.379,241.906,242.594,240.471,237.659,238.27,238.908,239.458,239.864,241.904,241.645,248.819,251.647,254.29,263.493
CUUS0000SAF111   ,CUUS0000SAF111   ,"Cereals and bakery products in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,102.8,105.0,107.2,108.7,110.1,111.7,113.8,115.8,119.4,124.8,130.1,134.7,138.4,141.6,144.9,146.8,150.1,152.8,155.2,157.9,161.7,164.3,166.1,168.8,172.8,175.1,177.0,178.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.204,273.358,276.608,276.515,281.065,284.225,285.09,293.068
CUUS0000SAF112   ,CUUS0000SAF112   ,"Meats, poultry, fish, and eggs in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,102.1,100.5,100.2,99.9,101.3,107.7,109.4,111.6,111.8,116.8,120.0,122.6,127.9,132.1,133.3,131.9,130.4,131.3,134.5,136.4,137.5,136.9,137.6,140.0,142.3,147.3,148.3,148.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.979,248.818,249.103,250.504,263.972,266.494,271.869,293.798
CUUS0000SAF1121  ,CUUS0000SAF1121  ,"Meats, poultry, and fish in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.347,251.041,252.177,254.345,267.38,271.131,275.972,298.979
CUUS0000SAF11211 ,CUUS0000SAF11211 ,"Meats in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.007,252.144,253.412,257.271,272.629,275.727,281.534,308.848
CUUS0000SAF113   ,CUUS0000SAF113   ,"Fruits and vegetables in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,105.4,106.0,109.8,107.1,109.2,109.7,119.4,118.8,125.6,130.7,138.1,137.9,151.5,146.4,159.9,151.7,157.0,153.8,159.8,158.2,163.5,166.6,178.9,176.5,183.1,184.7,186.8,188.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.297,298.289,303.182,298.526,303.023,306.836,312.841,316.776
CUUS0000SAF1131  ,CUUS0000SAF1131  ,"Fresh fruits and vegetables in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.134,347.011,352.83,346.238,350.278,354.326,361.959,366.211
CUUS0000SAF114   ,CUUS0000SAF114   ,"Nonalcoholic beverages and beverage materials in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,102.1,102.5,104.5,104.1,110.9,109.9,109.3,105.7,107.5,107.6,111.2,111.4,112.9,114.2,115.2,113.0,115.0,113.5,114.5,114.7,115.8,130.5,132.7,130.8,129.5,127.6,131.1,135.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.173,168.006,171.353,170.318,176.103,177.751,179.487,184.189
