"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"USA","CCI","AMPLITUD","LTRENDIDX","M","1994-04",100.7762,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1994-05",100.7082,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1994-06",100.5925,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1994-07",100.5135,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1994-08",100.5635,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1994-09",100.6405,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1994-10",100.7429,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1994-11",100.8674,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1994-12",101.0595,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1995-01",101.1489,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1995-02",101.0042,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1995-03",100.7635,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1995-04",100.6591,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1995-05",100.6453,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1995-06",100.7836,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1995-07",100.9113,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1995-08",100.8744,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1995-09",100.6164,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1995-10",100.4459,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1995-11",100.3612,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1995-12",100.3873,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1996-01",100.405,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1996-02",100.4825,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1996-03",100.6401,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1996-04",100.6712,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1996-05",100.6488,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1996-06",100.7664,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1996-07",100.939,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1996-08",101.0691,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1996-09",101.1674,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1996-10",101.2997,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1996-11",101.4122,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1996-12",101.4287,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1997-01",101.4836,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1997-02",101.6112,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1997-03",101.7549,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1997-04",101.9333,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1997-05",102.1348,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1997-06",102.3184,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1997-07",102.442,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1997-08",102.4448,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1997-09",102.4566,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1997-10",102.4492,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1997-11",102.4292,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1997-12",102.395,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1998-01",102.5602,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1998-02",102.7369,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1998-03",102.745,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1998-04",102.7218,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1998-05",102.6147,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1998-06",102.4858,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1998-07",102.3385,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1998-08",102.1303,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1998-09",101.87,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1998-10",101.7227,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1998-11",101.8238,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1998-12",101.9785,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1999-01",102.2378,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1999-02",102.4631,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1999-03",102.5012,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1999-04",102.496,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1999-05",102.5432,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1999-06",102.5552,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1999-07",102.4951,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1999-08",102.4285,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1999-09",102.4174,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1999-10",102.3951,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1999-11",102.5227,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1999-12",102.6997,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2000-01",102.9481,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2000-02",103.005,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2000-03",102.9179,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2000-04",102.8979,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2000-05",102.8707,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2000-06",102.7642,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2000-07",102.7282,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2000-08",102.6907,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2000-09",102.637,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2000-10",102.5196,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2000-11",102.2478,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2000-12",101.6772,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2001-01",101.1118,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2001-02",100.6986,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2001-03",100.5203,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2001-04",100.4845,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2001-05",100.6174,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2001-06",100.7028,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2001-07",100.6098,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2001-08",100.2839,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2001-09",99.81429,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2001-10",99.64497,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2001-11",99.80466,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2001-12",100.1911,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2002-01",100.5648,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2002-02",100.7887,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2002-03",100.9911,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2002-04",101.0482,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2002-05",101.02,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2002-06",100.749,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2002-07",100.3862,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2002-08",100.0871,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2002-09",99.82555,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2002-10",99.62807,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2002-11",99.64434,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2002-12",99.6416,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2003-01",99.44847,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2003-02",99.27718,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2003-03",99.36716,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2003-04",99.83691,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2003-05",100.3,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2003-06",100.469,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2003-07",100.4715,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2003-08",100.3747,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2003-09",100.3364,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2003-10",100.4969,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2003-11",100.8132,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2003-12",101.1414,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2004-01",101.4439,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2004-02",101.3209,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2004-03",101.1392,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2004-04",100.9539,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2004-05",100.8691,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2004-06",101.0184,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2004-07",101.139,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2004-08",101.1123,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2004-09",100.9836,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2004-10",100.8869,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2004-11",100.9565,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2004-12",101.1035,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2005-01",101.0875,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2005-02",100.919,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2005-03",100.6705,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2005-04",100.4664,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2005-05",100.54,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2005-06",100.8109,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2005-07",100.7096,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2005-08",100.0693,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2005-09",99.29103,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2005-10",99.03844,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2005-11",99.45704,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2005-12",100.0816,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2006-01",100.3635,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2006-02",100.3108,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2006-03",100.1685,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2006-04",99.89616,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2006-05",99.59087,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2006-06",99.56839,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2006-07",99.60754,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2006-08",99.71391,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2006-09",100.0552,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2006-10",100.5098,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2006-11",100.7598,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2006-12",100.8848,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2007-01",100.9194,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2007-02",100.6779,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2007-03",100.3837,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2007-04",100.1954,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2007-05",100.1301,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2007-06",100.0861,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2007-07",100.061,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2007-08",99.813,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2007-09",99.53688,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2007-10",99.21813,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2007-11",98.9088,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2007-12",98.7268,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-01",98.55186,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-02",98.13084,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-03",97.62325,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-04",97.05109,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-05",96.6403,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-06",96.51112,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-07",96.73109,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-08",97.0098,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-09",97.09216,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-10",96.70991,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-11",96.43198,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-12",96.4239,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-01",96.4317,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-02",96.4035,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-03",96.6222,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-04",97.10753,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-05",97.52512,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-06",97.69801,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-07",97.64905,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-08",97.69637,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-09",97.88896,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-10",97.92107,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-11",97.93626,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-12",98.12484,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-01",98.29964,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-02",98.35922,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-03",98.35587,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-04",98.33379,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-05",98.33241,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-06",98.22964,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-07",97.92206,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-08",97.73447,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-09",97.67953,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-10",97.78597,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-11",98.064,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-12",98.33504,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-01",98.45204,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-02",98.39903,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-03",98.13583,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-04",98.07272,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-05",98.05576,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-06",97.72379,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-07",97.10046,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-08",96.56841,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-09",96.49583,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-10",96.74612,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-11",97.2234,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-12",97.81377,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-01",98.31706,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-02",98.59766,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-03",98.73287,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-04",98.77077,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-05",98.7099,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-06",98.48701,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-07",98.40847,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-08",98.59367,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-09",98.93849,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-10",99.18578,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-11",99.09159,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-12",98.72751,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-01",98.58752,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-02",98.69981,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-03",98.88168,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-04",99.11298,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-05",99.4819,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-06",99.67263,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-07",99.63152,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-08",99.32524,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-09",98.90965,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-10",98.65272,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-11",98.7623,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-12",99.09354,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-01",99.2821,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-02",99.35855,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-03",99.39373,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-04",99.47339,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-05",99.45853,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-06",99.42972,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-07",99.42078,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-08",99.52432,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-09",99.74727,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-10",100.0607,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-11",100.4453,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-12",100.8717,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-01",101.159,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-02",101.1615,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-03",101.0565,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-04",100.997,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-05",100.9096,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-06",100.9249,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-07",100.8002,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-08",100.5943,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-09",100.4087,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-10",100.4404,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-11",100.5671,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-12",100.6726,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-01",100.6868,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-02",100.6463,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-03",100.603,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-04",100.6269,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-05",100.76,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-06",100.736,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-07",100.5765,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-08",100.4614,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-09",100.4405,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-10",100.5241,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-11",100.882,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-12",101.2488,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-01",101.4099,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-02",101.3965,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-03",101.3633,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-04",101.3202,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-05",101.2428,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-06",101.1278,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-07",101.0833,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-08",101.1881,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-09",101.3193,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-10",101.482,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-11",101.4602,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-12",101.3705,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-01",101.4023,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-02",101.5755,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-03",101.6832,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-04",101.629,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-05",101.5377,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-06",101.476,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-07",101.4426,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-08",101.4545,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-09",101.5431,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-10",101.5242,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-11",101.4081,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-12",101.2271,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-01",101.0104,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-02",101.0679,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-03",101.2993,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-04",101.4689,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-05",101.5621,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-06",101.4626,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-07",101.2166,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-08",100.9024,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-09",100.9024,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-10",101.1176,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-11",101.4027,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-12",101.6443,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-01",101.6426,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-02",101.1885,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-03",100.1299,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-04",98.9784,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-05",98.44799,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-06",98.39518,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-07",98.41352,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-08",98.62759,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-09",98.95898,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-10",99.11674,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-11",99.07104,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-12",99.07429,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2021-01",99.08073,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2021-02",99.22879,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2021-03",99.61732,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2021-04",99.87647,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2021-05",99.81421,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2021-06",99.59173,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2021-07",99.0956,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2021-08",98.49248,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2021-09",98.17581,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2021-10",97.97598,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2021-11",97.7964,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2021-12",97.6729,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2022-01",97.4037,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2022-02",97.08185,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2022-03",96.92998,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2022-04",97.05984,
