index,Index,Label,unit,start,last,1984-S1,1984-S2,1985-S1,1985-S2,1986-S1,1986-S2,1987-S1,1987-S2,1988-S1,1988-S2,1989-S1,1989-S2,1990-S1,1990-S2,1991-S1,1991-S2,1992-S1,1992-S2,1993-S1,1993-S2,1994-S1,1994-S2,1995-S1,1995-S2,1996-S1,1996-S2,1997-S1,1997-S2,1998-S1,1998-S2,1999-S1,1999-S2,2000-S1,2000-S2,2001-S1,2001-S2,2002-S1,2002-S2,2003-S1,2003-S2,2004-S1,2004-S2,2005-S1,2005-S2,2006-S1,2006-S2,2007-S1,2007-S2,2008-S1,2008-S2,2009-S1,2009-S2,2010-S1,2010-S2,2011-S1,2011-S2,2012-S1,2012-S2,2013-S1,2013-S2,2014-S1,2014-S2,2015-S1,2015-S2,2016-S1,2016-S2,2017-S1,2017-S2
CUUSA421AA0      ,CUUSA421AA0      ,"All items - old base in Los Angeles-Riverside-Orange County, CA, all urban consumers, not seasonally adjusted",Index base: 1967=100,1984-S01,2017-S03,302.3,309.9,316.0,324.4,328.2,333.2,341.2,348.2,356.6,364.6,374.4,383.4,395.9,406.9,414.5,421.2,429.7,436.1,442.6,445.3,448.8,451.1,457.0,456.8,463.4,467.1,471.2,474.0,477.6,481.4,488.4,492.9,502.6,511.1,521.4,526.3,535.2,541.7,551.6,553.1,565.8,575.8,588.6,604.0,618.5,625.0,638.927,645.2959999999998,662.9110000000003,666.6339999999999,655.716,663.257,666.2,668.584,684.2669999999998,686.172,696.679,701.6460000000003,706.789,706.658,715.336,717.179,718.8560000000001,726.648,733.6139999999997,739.153,751.725,762.192
CUUSA421SA0      ,CUUSA421SA0      ,"All items in Los Angeles-Riverside-Orange County, CA, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2017-S03,102.3,104.9,107.0,109.8,111.1,112.8,115.5,117.9,120.7,123.4,126.8,129.8,134.0,137.7,140.3,142.6,145.5,147.6,149.8,150.7,151.9,152.7,154.7,154.6,156.9,158.1,159.5,160.5,161.6,162.9,165.3,166.8,170.1,173.0,176.5,178.2,181.1,183.3,186.7,187.2,191.5,194.9,199.2,204.5,209.3,211.6,216.26,218.416,224.377,225.638,221.94299999999998,224.495,225.49099999999999,226.298,231.606,232.25099999999998,235.80700000000002,237.488,239.229,239.185,242.122,242.74599999999998,243.313,245.951,248.30900000000003,250.18400000000003,254.43900000000002,257.982
CUUSA421SA0E     ,CUUSA421SA0E     ,"Energy in Los Angeles-Riverside-Orange County, CA, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2017-S03,100.3,101.1,101.7,101.9,92.7,85.6,87.9,90.6,89.1,94.3,97.9,98.6,100.2,115.6,107.7,110.3,112.7,120.0,119.6,118.0,115.7,120.6,121.0,116.6,120.0,116.4,118.0,123.5,109.0,107.7,113.2,117.6,126.8,137.1,147.9,138.5,141.8,149.2,166.1,154.7,171.1,177.8,185.9,211.8,230.3,226.6,238.926,237.512,277.472,253.495,196.608,232.705,239.99200000000002,242.543,281.758,276.186,291.399,287.395,296.935,284.70599999999996,294.70099999999996,275.444,256.187,255.304,231.843,236.25799999999998,243.71200000000002,247.87400000000002
CUUSA421SA0L1E   ,CUUSA421SA0L1E   ,"All items less food and energy in Los Angeles-Riverside-Orange County, CA, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2017-S03,102.5,105.7,108.1,111.8,114.4,117.3,120.1,122.9,126.4,128.7,131.9,135.4,139.7,142.9,146.2,149.0,151.8,153.7,156.0,157.1,158.5,158.6,160.4,160.7,162.8,164.1,165.1,165.6,168.1,169.6,171.8,173.4,176.3,178.4,180.9,183.5,186.7,188.6,190.8,191.8,195.3,198.8,203.2,206.9,211.4,214.1,218.11,220.59599999999998,223.61,226.424,226.77200000000002,227.15599999999998,227.392,227.99599999999998,229.972,230.572,233.354,235.669,236.798,237.769,240.108,241.71099999999998,243.82299999999998,246.93,251.679,253.783,257.983,261.74
CUUSA421SA0L2    ,CUUSA421SA0L2    ,"All items less shelter in Los Angeles-Riverside-Orange County, CA, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2017-S03,102.5,104.6,106.5,108.4,109.1,109.8,112.3,114.3,116.8,119.5,123.1,125.2,129.4,132.9,135.5,138.0,141.1,143.8,146.3,147.9,149.3,150.4,153.0,152.8,155.4,156.3,157.8,158.5,159.0,159.6,161.6,162.4,165.6,168.4,171.6,171.5,173.2,174.4,177.3,176.5,180.0,182.0,185.0,189.7,193.5,193.9,196.204,197.047,203.86599999999999,203.863,198.206,202.793,205.11,205.80200000000002,213.088,213.483,217.188,218.22299999999998,219.753,218.355,221.35299999999998,220.137,218.62099999999998,220.083,220.27900000000002,219.609,222.488,224.69400000000002
CUUSA421SA0L5    ,CUUSA421SA0L5    ,"All items  less medical care in Los Angeles-Riverside-Orange County, CA, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2017-S03,102.2,104.8,106.7,109.5,110.6,112.2,114.7,117.0,119.7,122.3,125.5,128.4,132.5,136.1,138.4,140.4,143.0,145.0,146.9,147.5,148.6,149.2,151.1,150.9,153.0,154.2,155.6,156.6,157.7,158.9,161.2,162.7,165.9,168.7,172.0,173.5,176.3,178.5,181.7,182.0,186.3,189.6,193.7,198.9,203.7,205.7,210.287,212.408,218.172,219.38099999999997,215.426,217.87,218.705,219.37900000000002,224.521,224.993,228.356,229.87099999999998,231.679,231.43900000000002,234.285,234.88400000000001,235.361,237.708,239.385,240.878,245.21599999999998,248.55599999999998
CUUSA421SA0LE    ,CUUSA421SA0LE    ,"All items less energy in Los Angeles-Riverside-Orange County, CA, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2017-S03,102.6,105.3,107.5,110.6,113.0,115.7,118.6,121.0,124.2,126.7,130.0,133.3,137.8,140.6,144.0,146.3,149.2,151.0,153.4,154.5,156.0,156.4,158.6,158.9,161.0,162.7,164.1,164.7,167.2,168.7,170.8,172.1,174.9,177.2,180.1,182.7,185.7,187.4,189.6,191.2,194.6,197.8,201.8,205.5,209.5,212.1,216.329,218.767,222.19400000000002,225.405,225.766,225.762,226.28,226.959,229.68900000000002,230.82,233.524,235.65400000000002,236.81400000000002,237.699,240.175,242.247,244.25900000000001,247.173,251.43599999999998,253.13299999999998,257.18,260.703
CUUSA421SAA      ,CUUSA421SAA      ,"Apparel in Los Angeles-Riverside-Orange County, CA, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2017-S03,100.2,102.5,103.2,107.0,106.6,107.3,111.7,113.3,116.0,112.6,118.8,118.7,127.2,125.6,129.0,132.9,134.6,131.7,131.8,131.5,130.6,128.7,128.8,124.6,128.1,123.9,123.2,118.8,125.7,120.4,120.3,116.1,117.3,116.7,115.5,108.8,109.9,108.1,107.5,105.2,106.2,103.8,104.5,106.4,107.2,104.7,104.585,104.134,106.12700000000001,106.538,107.175,108.70100000000001,110.804,107.215,112.492,110.65799999999999,113.235,113.881,113.475,109.399,113.525,112.195,109.163,110.52600000000001,112.995,109.197,108.583,105.25399999999999
CUUSA421SAC      ,CUUSA421SAC      ,"Commodities in Los Angeles-Riverside-Orange County, CA, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2017-S03,102.1,103.3,104.7,105.2,104.8,104.0,107.1,108.2,109.9,111.8,116.1,117.1,121.5,124.4,126.4,128.0,131.4,133.3,134.4,134.3,134.8,135.8,137.4,137.2,140.3,140.1,141.7,141.4,142.2,142.4,144.6,144.9,147.6,149.7,152.0,150.2,151.1,151.0,153.6,152.1,155.0,155.4,157.9,162.0,164.3,163.6,166.03599999999997,166.222,172.826,171.412,164.58,169.02,170.68599999999995,170.577,178.813,178.778,182.385,181.768,181.86900000000003,178.855,181.10299999999998,178.595,176.708,176.908,174.612,173.033,175.678,176.982
CUUSA421SACL1    ,CUUSA421SACL1    ,"Commodities less food in Los Angeles-Riverside-Orange County, CA, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2017-S03,101.9,103.1,104.4,104.8,103.2,100.9,103.6,105.3,106.9,107.9,112.3,112.8,116.6,120.6,121.2,123.9,127.3,129.4,129.7,128.8,128.5,129.0,129.6,128.9,132.5,130.1,130.8,130.0,129.8,129.2,131.6,132.2,135.2,136.7,137.7,133.7,133.8,133.4,135.8,132.0,134.6,134.7,137.2,141.6,144.0,142.4,143.513,142.931,149.423,145.766,136.917,143.35,144.85299999999995,144.253,153.014,151.359,155.34,154.026,153.631,149.31799999999996,151.061,145.875,142.75,142.29,138.582,136.72899999999998,139.072,140.001
