index,Index,Label,unit,start,last,1984-S1,1984-S2,1985-S1,1985-S2,1986-S1,1986-S2,1987-S1,1987-S2,1988-S1,1988-S2,1989-S1,1989-S2,1990-S1,1990-S2,1991-S1,1991-S2,1992-S1,1992-S2,1993-S1,1993-S2,1994-S1,1994-S2,1995-S1,1995-S2,1996-S1,1996-S2,1997-S1,1997-S2,1998-S1,1998-S2,1999-S1,1999-S2,2000-S1,2000-S2,2001-S1,2001-S2,2002-S1,2002-S2,2003-S1,2003-S2,2004-S1,2004-S2,2005-S1,2005-S2,2006-S1,2006-S2,2007-S1,2007-S2,2008-S1,2008-S2,2009-S1,2009-S2,2010-S1,2010-S2,2011-S1,2011-S2,2012-S1,2012-S2,2013-S1,2013-S2,2014-S1,2014-S2,2015-S1,2015-S2,2016-S1,2016-S2,2017-S1,2017-S2,2018-S1,2018-S2,2019-S1,2019-S2,2020-S1,2020-S2,2021-S1
CUUS0000SAM      ,CUUS0000SAM      ,"Medical care in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S01,105.5,108.3,111.7,115.3,119.9,124.2,128.3,132.0,136.5,140.8,146.3,152.2,159.1,166.5,173.8,180.2,187.3,192.8,199.0,203.8,208.6,213.4,218.5,222.5,226.7,229.8,233.4,235.8,240.2,244.1,248.6,252.6,258.2,263.3,270.1,275.4,282.4,288.8,294.5,299.7,307.4,312.9,320.6,325.9,333.6,338.8,347.327,354.78,362.635,365.495,373.286,377.941,386.56699999999995,390.305,397.73199999999997,402.784,411.917,417.931,423.162,427.10699999999997,433.34,437.245,444.653,448.851,459.065,468.285,473.71,476.934,483.80800000000005,485.606,492.92699999999996,503.9,516.443,521.308,523.761
CUUS0000SAM1     ,CUUS0000SAM1     ,"Medical care commodities in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S01,105.7,109.3,113.4,117.0,121.0,124.5,128.7,133.2,137.5,142.4,147.9,153.7,160.4,166.4,173.6,180.0,186.4,189.7,193.6,196.4,199.3,202.1,203.5,205.4,209.2,211.6,214.7,215.8,219.7,223.9,228.3,233.1,236.6,239.7,245.2,249.9,254.5,258.3,261.3,264.4,267.8,270.8,273.6,278.5,284.6,287.2,288.0420000000001,291.95599999999996,295.972,296.118,303.075,307.14099999999996,313.621,315.812,322.591,325.587,332.2990000000001,334.918,334.30699999999996,335.912,340.2630000000001,346.58,353.495,355.754,361.908,371.654,374.952,379.12300000000016,382.327,380.528,379.846,382.731,384.667,381.653,376.289
CUUS0000SAM2     ,CUUS0000SAM2     ,"Medical care services in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S01,105.4,108.0,111.4,115.0,119.7,124.1,128.2,131.7,136.2,140.5,146.0,151.8,158.8,166.6,173.9,180.3,187.5,193.5,200.3,205.6,210.8,216.1,222.0,226.4,230.8,234.0,237.7,240.4,245.0,248.7,253.2,256.9,263.2,268.8,276.0,281.5,289.3,296.5,303.0,308.9,318.1,324.5,334.0,339.4,347.6,353.6,364.964,373.64,382.94800000000004,386.93800000000016,394.9,399.69800000000004,409.05,413.365,420.902,426.719,436.68199999999996,444.0,451.584,456.43,463.35900000000004,466.236,473.72,478.62199999999996,490.305,499.227,505.38699999999994,508.222,516.3009999999998,519.31,529.308,542.976,558.943,566.357,571.34
CUUS0000SEMC     ,CUUS0000SEMC     ,"Professional services in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S01,105.6,108.4,111.9,115.2,119.1,122.6,126.9,130.8,135.5,139.6,144.4,148.4,153.6,158.6,163.4,168.1,173.5,178.0,182.8,186.5,190.6,194.5,199.2,202.7,206.7,209.9,214.2,216.7,220.7,223.8,227.7,230.7,236.0,239.4,244.9,248.1,252.1,255.7,259.7,262.7,269.4,273.6,279.8,283.6,287.6,291.1,298.6,302.983,309.107,312.83,317.784,320.961,326.441,329.93,334.415,336.917,340.05300000000005,343.935,348.162,350.775,354.024,356.282,359.971,363.05699999999996,368.708,374.384,375.62,374.656,378.369,378.349,381.18300000000005,383.94300000000004,387.55199999999996,392.186,400.18199999999996
CUUS0000SEMC01   ,CUUS0000SEMC01   ,"Physicians' services in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.615,380.287,382.22900000000004,384.227,387.385,392.415,404.87699999999995
CUUS0000SEMC02   ,CUUS0000SEMC02   ,"Dental services in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485.795,485.255,492.798,499.52099999999996,507.45099999999996,514.706,519.438
CUUS0000SEMC03   ,CUUS0000SEMC03   ,"Eyeglasses and eye care in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1986.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.33700000000002,189.88099999999997,191.071,191.78599999999997,192.44299999999998,193.438,193.202
CUUS0000SEMC04   ,CUUS0000SEMC04   ,"Services by other medical professionals in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1986.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.99,237.72099999999998,238.476,239.93200000000002,241.1,243.112,247.278
CUUS0000SEMD     ,CUUS0000SEMD     ,"Hospital and related services in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,863.137,870.748,877.966,892.355,916.803,925.355,942.5219999999999
CUUS0000SEMD01   ,CUUS0000SEMD01   ,"Hospital services in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1996.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.907,333.566,335.892,341.73699999999997,351.48199999999997,354.421,360.663
