index,Index,Label,unit,start,last,1984-S1,1984-S2,1985-S1,1985-S2,1986-S1,1986-S2,1987-S1,1987-S2,1988-S1,1988-S2,1989-S1,1989-S2,1990-S1,1990-S2,1991-S1,1991-S2,1992-S1,1992-S2,1993-S1,1993-S2,1994-S1,1994-S2,1995-S1,1995-S2,1996-S1,1996-S2,1997-S1,1997-S2,1998-S1,1998-S2,1999-S1,1999-S2,2000-S1,2000-S2,2001-S1,2001-S2,2002-S1,2002-S2,2003-S1,2003-S2,2004-S1,2004-S2,2005-S1,2005-S2,2006-S1,2006-S2,2007-S1,2007-S2,2008-S1,2008-S2,2009-S1,2009-S2,2010-S1,2010-S2,2011-S1,2011-S2,2012-S1,2012-S2,2013-S1,2013-S2,2014-S1,2014-S2,2015-S1,2015-S2,2016-S1,2016-S2,2017-S1,2017-S2,2018-S1,2018-S2,2019-S1,2019-S2,2020-S1,2020-S2,2021-S1
CUUS0000SAG      ,CUUS0000SAG      ,"Other goods and services in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S01,106.0,109.7,112.6,116.3,119.6,123.2,126.4,130.5,134.6,139.5,144.7,150.6,155.7,162.3,168.3,174.9,180.2,186.4,192.2,193.6,196.2,200.9,204.3,209.4,213.2,217.7,221.8,227.8,234.1,241.4,255.3,261.3,268.5,273.6,278.9,286.4,290.8,295.7,297.6,299.9,303.1,306.4,311.3,315.4,319.8,323.6,331.45099999999996,335.20599999999996,342.51199999999994,348.25,362.29,374.881,379.001,383.582,385.599,388.85,392.525,396.265,399.275,402.728,406.656,409.539,412.81300000000016,416.98199999999997,420.851,425.29400000000004,430.19300000000004,434.976,440.56300000000016,444.064,448.42,454.14599999999996,460.691,464.11300000000006,471.811
CUUS0000SAG1     ,CUUS0000SAG1     ,"Personal care in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S01,103.2,105.4,107.3,109.3,111.4,112.4,114.2,116.0,118.2,120.6,123.8,126.1,129.4,131.4,134.2,135.6,137.7,138.9,140.5,142.5,143.9,145.3,146.3,148.0,149.6,150.7,152.2,153.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.454,231.671,233.035,235.019,237.967,238.69099999999997,241.27700000000002
CUUS0000SAGC     ,CUUS0000SAGC     ,"Other goods in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 2009.12=100,2010-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.15799999999999,101.727,102.04700000000001,102.625,103.47399999999999,104.17,104.444,105.376,106.40299999999999,107.088,107.53399999999999,107.947,108.704,109.126,110.334,111.801,112.47399999999999,112.22399999999999,113.43299999999999,115.14,116.616,116.823,119.25299999999999
CUUS0000SAGS     ,CUUS0000SAGS     ,"Other personal services in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 2009.12=100,2010-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.745,101.583,102.345,103.507,104.62299999999999,105.884,107.197,108.096,109.149,109.99,111.262,113.029,114.329,116.271,117.66,118.725,121.04,123.186,124.281,125.601,127.61,129.204,130.865
CUUS0000SEGA     ,CUUS0000SEGA     ,"Tobacco and smoking products in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S01,108.7,111.6,114.9,118.5,122.7,126.7,131.3,136.0,142.6,149.0,159.9,169.0,176.2,186.8,198.6,206.8,215.4,224.3,236.3,220.5,218.7,221.4,223.7,227.8,231.1,234.4,240.1,247.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1053.745,1073.161,1100.005,1131.877,1156.307,1186.802,1235.3419999999999
CUUS0000SEGA01   ,CUUS0000SEGA01   ,"Cigarettes in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430.866,438.901,450.10699999999997,463.915,475.03,488.08099999999996,508.79
CUUS0000SEGA02   ,CUUS0000SEGA02   ,"Tobacco products other than cigarettes in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.837,274.337,279.801,283.357,283.449,288.251,296.718
CUUS0000SEGB     ,CUUS0000SEGB     ,"Personal care products in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.797,161.107,160.661,160.746,160.33700000000005,159.789,159.874
CUUS0000SEGB01   ,CUUS0000SEGB01   ,"Hair, dental, shaving, and miscellaneous personal care products in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.191,102.479,102.861,103.181,103.71700000000001,103.84100000000001,103.53399999999999
CUUS0000SEGB02   ,CUUS0000SEGB02   ,"Cosmetics, perfume, bath, nail preparations and implements in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.54,185.09900000000002,183.082,182.572,180.273,178.65599999999995,179.50599999999997
CUUS0000SEGC     ,CUUS0000SEGC     ,"Personal care services in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.164,266.27099999999996,269.392,273.316,278.893,287.454,293.974
CUUS0000SEGC01   ,CUUS0000SEGC01   ,"Haircuts and other personal care services in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.963,162.469,164.373,166.767,170.17,175.394,179.372
CUUS0000SEGD     ,CUUS0000SEGD     ,"Miscellaneous personal services in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.619,443.902,447.074,450.722,456.64300000000003,456.69800000000004,459.42800000000005
CUUS0000SEGD01   ,CUUS0000SEGD01   ,"Legal services in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1986.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.75699999999995,363.73199999999997,364.506,365.00199999999995,368.32800000000003,369.11400000000003,370.837
CUUS0000SEGD02   ,CUUS0000SEGD02   ,"Funeral expenses in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1986.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.6930000000001,333.782,336.4430000000001,339.3880000000001,342.254,344.39,347.60900000000015
CUUS0000SEGD03   ,CUUS0000SEGD03   ,"Laundry and dry cleaning services in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.06400000000005,170.84599999999998,174.19,177.405,179.662,180.69799999999998,183.94400000000002
CUUS0000SEGD04   ,CUUS0000SEGD04   ,"Apparel services other than laundry and dry cleaning in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.555,191.669,195.608,200.02599999999998,206.13099999999997,208.952,210.175
CUUS0000SEGD05   ,CUUS0000SEGD05   ,"Financial services in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1986.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.22,363.935,363.532,364.94800000000004,372.033,367.341,365.327
CUUS0000SEGE     ,CUUS0000SEGE     ,"Miscellaneous personal goods in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.207,72.845,73.637,74.972,77.638,73.65899999999998,75.842
CUUS0000SS33032  ,CUUS0000SS33032  ,"Stationery, stationery supplies, gift wrap in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.077,146.255,149.356,153.513,160.082,153.013,160.29
CUUSN000SAG      ,CUUSN000SAG      ,"Other goods and services in Size Class B/C, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.0,105.6,112.5,115.1,118.4,120.9,123.5,126.9,128.6,130.7,131.0,130.9,132.5,133.7,135.9,137.9,139.7,141.3,145.90200000000004,147.996,151.418,154.382,162.50799999999995,169.646,171.35299999999995,173.834,174.77599999999995,176.112,177.673,178.75,179.782,181.399,182.93900000000002,184.56599999999997,187.114,188.368,190.638,192.96900000000002,195.452,197.4,200.07,201.257,202.89700000000002,205.84599999999998,209.65599999999998,211.27200000000002,214.57
CUUSN000SAGC     ,CUUSN000SAGC     ,"Other goods in Size Class B/C, all urban consumers, not seasonally adjusted",Index base: 2009.12=100,2010-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.20700000000001,101.986,102.63,103.309,103.98700000000001,104.385,104.48899999999999,105.632,106.21600000000001,107.23100000000001,108.458,108.741,110.04700000000001,110.448,112.213,113.53299999999999,114.484,113.95200000000001,115.404,117.411,119.459,119.876,122.569
