index,Index,Label,unit,start,last,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
CUUR0200SACE     ,CUUR0200SACE     ,"Energy commodities in Midwest urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.2,69.5,95.3,106.6,102.4,99.3,98.4,98.4,76.2,80.7,80.9,89.5,102.8,99.8,96.5,95.1,96.8,97.7,106.6,105.9,93.2,100.7,131.2,128.7,119.7,137.9,162.6,199.1,226.0,247.74599999999998,285.615,206.843,245.44799999999998,311.756,319.251,311.832,299.68,215.532,190.575,213.88,239.81,231.046,188.952
CUUR0200SACL1    ,CUUR0200SACL1    ,"Commodities less food in Midwest urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.1,75.5,85.6,92.3,96.7,100.2,103.1,105.2,101.4,104.3,107.9,112.6,117.7,121.3,123.7,125.9,128.3,130.5,133.0,134.1,132.6,134.1,138.5,138.6,135.3,134.9,136.5,142.0,144.9,147.60399999999996,153.227,145.41299999999995,151.115,160.736,163.834,163.09799999999996,161.776,151.08,147.281,148.711,150.882,150.122,146.22899999999996
CUUR0200SACL11   ,CUUR0200SACL11   ,"Commodities less food and beverages in Midwest urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,75.4,85.5,92.3,96.7,100.2,103.2,105.2,101.1,104.1,107.7,112.4,117.5,120.6,122.9,125.0,127.5,129.5,132.0,132.9,131.3,132.7,137.1,137.1,133.6,133.1,134.6,140.2,143.1,145.621,151.196,142.872,148.621,158.344,161.315,160.488,159.049,148.088,144.148,145.541,147.651,146.795,142.70600000000005
CUUR0200SACL1E   ,CUUR0200SACL1E   ,"Commodities less food and energy commodities in Midwest urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,76.4,83.5,89.3,95.3,100.4,104.3,107.0,108.3,111.3,115.7,119.7,123.1,128.1,131.8,134.8,137.4,139.9,141.2,142.6,143.3,143.7,143.5,144.1,142.1,138.8,136.9,137.7,137.4,137.44299999999998,138.695,140.58100000000002,141.937,144.256,146.641,146.83,147.088,146.006,145.134,143.936,143.149,143.406,143.498
CUUR0200SAD      ,CUUR0200SAD      ,"Durables in Midwest urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,75.6,83.1,88.8,94.9,100.0,105.2,106.7,106.5,107.7,109.6,111.7,112.5,115.1,117.5,120.3,124.2,127.7,128.8,128.1,127.0,124.9,123.6,123.0,119.5,115.1,111.6,112.2,111.0,109.755,109.315,107.911,108.758,110.29700000000001,110.693,109.555,108.256,107.035,104.96799999999999,102.512,101.34899999999999,101.587,103.275
CUUR0200SAE      ,CUUR0200SAE      ,"Education and communication in Midwest urban, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.9,102.6,104.4,106.7,109.9,111.4,113.3,115.1,118.5,121.76899999999999,125.42299999999999,128.872,131.392,133.002,135.416,137.394,139.655,139.95,140.47299999999998,137.55200000000002,137.785,137.66899999999998,139.91299999999998
CUUR0200SAEC     ,CUUR0200SAEC     ,"Education and communication commodities in Midwest urban, all urban consumers, not seasonally adjusted",Index base: 2009.12=100,2009-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.889,98.62799999999999,94.57600000000001,92.084,89.20299999999996,84.212,80.309,77.115,74.85,72.775,69.691
CUUR0200SAES     ,CUUR0200SAES     ,"Education and communication services in Midwest urban, all urban consumers, not seasonally adjusted",Index base: 2009.12=100,2009-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.546,102.149,104.63,106.581,108.855,109.711,110.704,108.632,109.15299999999999,109.32700000000001,111.661
CUUR0200SAF      ,CUUR0200SAF      ,"Food and beverages in Midwest urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.6,81.5,88.4,94.8,98.0,99.4,102.7,104.5,107.7,111.8,116.0,122.1,129.3,134.0,135.7,138.6,141.7,145.8,150.8,154.6,157.8,161.4,165.5,170.5,172.9,175.8,180.9,185.6,189.5,196.517,207.303,211.993,213.76,221.601,227.59599999999998,230.421,236.207,239.676,240.28,241.482,244.044,247.572,254.12599999999998
CUUR0200SAF1     ,CUUR0200SAF1     ,"Food in Midwest urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1966-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.8,36.1,38.0,39.9,41.0,42.7,49.1,56.3,60.3,62.6,66.6,73.5,81.5,88.5,94.9,98.1,99.3,102.7,104.4,107.5,111.8,116.0,122.2,129.6,133.5,135.0,137.8,140.9,145.1,150.1,154.0,157.3,160.8,164.8,169.8,172.1,175.0,180.1,185.0,188.8,195.87599999999998,206.99,211.451,213.021,221.046,227.021,229.83,235.752,239.345,239.82299999999998,240.924,243.37599999999998,246.93099999999998,253.679
CUUR0200SAF11    ,CUUR0200SAF11    ,"Food at home in Midwest urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.3,83.4,89.7,95.8,98.8,99.0,102.2,103.2,106.5,111.0,115.1,122.3,130.5,134.0,134.4,137.3,140.5,144.9,150.3,153.9,156.7,160.0,163.7,168.8,170.1,172.5,177.5,181.3,184.2,191.517,203.77700000000002,205.71,206.628,216.343,222.011,223.239,228.782,230.046,226.987,226.17700000000002,226.243,227.358,233.921
CUUR0200SAF111   ,CUUR0200SAF111   ,"Cereals and bakery products in Midwest urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,2017-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.327,259.41900000000004,258.60900000000004,263.312
CUUR0200SAF112   ,CUUR0200SAF112   ,"Meats, poultry, fish, and eggs in Midwest urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,2017-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.563,246.761,247.47799999999998,261.714
CUUR0200SAF113   ,CUUR0200SAF113   ,"Fruits and vegetables in Midwest urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,2017-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.707,268.381,270.548,270.759
CUUR0200SAF114   ,CUUR0200SAF114   ,"Nonalcoholic beverages and beverage materials in Midwest urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,2017-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.131,160.38,163.562,167.114
CUUR0200SAF115   ,CUUR0200SAF115   ,"Other food at home in Midwest urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,2017-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.541,197.30700000000002,198.048,202.951
CUUR0200SAF116   ,CUUR0200SAF116   ,"Alcoholic beverages in Midwest urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.1,81.1,87.2,93.9,97.5,100.0,102.6,105.6,110.0,112.9,116.6,121.1,125.8,139.1,144.4,148.0,150.8,154.4,158.5,162.4,164.6,169.6,173.7,178.7,182.8,185.6,190.3,192.9,197.7,203.854,210.518,217.86900000000003,221.94299999999998,227.597,233.761,236.808,240.426,241.94299999999998,244.328,246.983,251.109,254.25,258.27099999999996
CUUR0200SAG      ,CUUR0200SAG      ,"Other goods and services in Midwest urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.6,69.3,75.4,83.0,91.5,101.1,107.4,113.3,119.7,126.3,134.9,144.8,155.2,167.4,178.6,187.7,194.2,202.6,209.6,218.8,233.2,252.5,264.1,275.9,286.8,289.9,294.1,304.7,313.9,322.024,333.976,356.168,366.707,371.726,380.38699999999994,388.115,394.352,400.843,408.43800000000016,415.139,424.445,435.37300000000016,445.223
CUUR0200SAGC     ,CUUR0200SAGC     ,"Other goods in Midwest urban, all urban consumers, not seasonally adjusted",Index base: 2009.12=100,2009-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.684,100.41,102.46799999999999,104.756,106.556,108.214,109.846,111.289,111.88799999999999,114.853,117.484
CUUR0200SAGS     ,CUUR0200SAGS     ,"Other personal services in Midwest urban, all urban consumers, not seasonally adjusted",Index base: 2009.12=100,2009-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.587,103.802,106.50299999999999,108.429,110.039,111.96,114.538,116.818,121.522,124.55799999999999,127.365
CUUR0200SAH      ,CUUR0200SAH      ,"Housing in Midwest urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.6,69.2,80.0,87.7,96.3,100.3,103.5,107.0,109.4,112.4,115.9,119.9,124.1,128.5,132.1,135.8,139.2,143.1,147.8,151.9,155.5,158.3,163.9,169.2,171.8,175.8,179.5,184.3,187.9,192.263,197.386,196.50400000000002,197.003,199.25799999999998,201.768,205.609,210.22,212.567,216.649,221.77200000000002,227.197,233.15099999999998,237.71599999999998
CUUR0200SAH1     ,CUUR0200SAH1     ,"Shelter in Midwest urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.2,68.0,80.3,87.7,96.7,99.7,103.6,108.4,113.3,118.8,123.9,128.9,135.1,140.6,145.3,150.0,155.6,161.8,167.5,172.9,178.3,182.9,188.8,194.4,201.0,204.8,209.0,212.6,216.4,221.327,224.60299999999998,226.459,226.91400000000002,229.58,233.90200000000002,238.857,243.65599999999998,249.12099999999998,256.033,262.58799999999997,270.774,279.881,286.151
CUUR0200SAH2     ,CUUR0200SAH2     ,"Fuels and utilities in Midwest urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.2,64.6,73.4,83.4,92.7,101.7,105.6,107.7,105.8,104.7,105.1,107.8,109.5,112.1,114.2,117.8,117.8,117.5,122.3,126.1,125.0,125.4,136.5,146.2,137.7,152.3,160.5,176.8,184.7,192.908,212.176,195.505,202.97299999999998,207.418,203.97400000000002,210.101,222.28099999999998,214.81599999999997,214.25400000000002,222.69,222.627,221.183,222.37
CUUR0200SAH21    ,CUUR0200SAH21    ,"Household energy in Midwest urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.9,62.4,73.3,83.8,93.0,102.2,104.8,106.2,101.7,99.1,98.8,100.1,99.6,100.8,102.4,106.2,104.2,103.1,108.5,111.0,108.8,108.7,119.8,129.0,119.2,133.6,141.1,157.3,164.5,171.775,190.125,170.76,176.606,179.44,173.66,177.90099999999995,188.78099999999998,178.627,175.81900000000005,182.774,181.21599999999998,178.229,177.68099999999995
CUUR0200SAH3     ,CUUR0200SAH3     ,"Household furnishings and operations in Midwest urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.5,79.9,85.9,92.7,98.0,100.5,101.5,103.4,104.5,105.7,107.9,110.7,112.2,115.3,117.4,117.9,119.5,121.2,122.4,123.4,125.3,124.0,123.7,124.6,123.7,121.1,119.2,119.8,119.4,119.802,121.794,122.766,118.72399999999999,118.309,119.025,117.738,117.036,115.941,114.45200000000001,113.458,114.161,115.546,117.25299999999999
CUUR0200SAH31    ,CUUR0200SAH31    ,"Household furnishings and supplies in Midwest urban, all urban consumers, not seasonally adjusted",Index base: 2009.12=100,2009-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.368,97.704,98.161,96.57600000000001,95.416,94.117,92.318,90.62700000000001,90.605,91.24600000000001,92.59899999999999
CUUR0200SAM      ,CUUR0200SAM      ,"Medical care in Midwest urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.6,68.4,76.0,84.0,92.8,100.5,106.7,112.4,120.4,127.6,135.9,145.0,157.6,171.6,183.7,195.0,205.8,215.4,221.9,226.9,235.4,245.0,255.2,267.9,280.3,291.8,306.9,322.0,336.2,351.519,362.168,374.94599999999997,387.626,399.741,415.63599999999997,428.173,441.055,451.846,469.789,479.836,484.44699999999995,497.20099999999996,516.969
CUUR0200SAM1     ,CUUR0200SAM1     ,"Medical care commodities in Midwest urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.2,69.8,76.6,84.6,92.3,100.1,107.6,115.7,123.5,131.6,141.0,151.6,163.2,177.7,190.0,197.4,203.8,205.2,207.6,211.4,218.4,227.8,233.3,242.4,251.4,259.4,266.9,274.5,284.8,290.981,292.1690000000001,301.563,311.782,321.325,333.5130000000001,339.18,354.394,366.221,379.466,390.741,393.67,391.05199999999996,382.074
CUUR0200SAM2     ,CUUR0200SAM2     ,"Medical care services in Midwest urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,68.1,75.8,83.9,92.9,100.6,106.5,111.8,119.8,126.8,134.8,143.6,156.5,170.3,182.4,194.7,206.5,217.9,225.4,230.7,239.6,249.3,260.9,274.7,288.2,300.9,318.8,336.7,352.3,370.81300000000016,385.306,399.298,412.784,425.772,442.98400000000004,458.298,470.211,480.471,500.092,509.659,514.835,532.7959999999998,561.996
CUUR0200SAN      ,CUUR0200SAN      ,"Nondurables in Midwest urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.2,78.0,88.3,95.6,98.1,99.8,102.1,104.2,102.4,106.5,111.1,117.4,125.0,129.1,131.1,133.4,135.6,138.2,142.4,145.3,145.9,149.9,156.8,159.4,159.0,162.3,168.4,176.5,182.3,189.225,200.791,194.653,201.442,215.347,221.148,222.22099999999998,224.11,214.17700000000002,211.481,215.46099999999998,220.18599999999998,220.578,216.847
CUUR0200SANL1    ,CUUR0200SANL1    ,"Nondurables less food in Midwest urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.4,74.8,88.2,96.2,98.2,100.2,101.6,103.9,97.7,101.7,106.4,112.7,120.6,124.8,127.1,129.0,130.4,131.7,135.2,137.4,135.8,140.2,149.3,150.1,147.4,151.0,157.7,168.2,175.4,182.24200000000002,194.047,179.828,190.44400000000002,208.34,214.187,213.908,212.675,192.113,186.94099999999997,193.17700000000002,199.555,197.53099999999998,185.717
CUUR0200SANL11   ,CUUR0200SANL11   ,"Nondurables less food and beverages in Midwest urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.9,74.5,88.2,96.3,98.2,100.3,101.5,103.8,97.0,101.1,106.0,112.5,120.6,124.0,126.2,128.0,129.3,130.4,133.8,135.9,134.0,138.4,147.7,148.3,145.4,149.0,155.8,166.7,174.2,181.05,193.217,177.449,188.523,207.21900000000002,212.951,212.498,211.021,189.282,183.727,190.178,196.697,194.365,181.481
CUUR0200SANL113  ,CUUR0200SANL113  ,"Nondurables less food, beverages, and apparel in Midwest urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.5,71.0,87.2,96.7,98.2,100.2,101.6,103.8,95.2,99.9,103.7,112.0,121.9,125.4,127.7,129.5,131.4,133.6,139.3,141.4,139.3,147.8,164.5,166.5,164.6,172.2,183.6,202.2,216.1,227.267,246.43099999999998,219.987,238.453,267.894,273.775,271.933,269.256,235.91299999999998,227.43099999999998,237.644,248.575,245.56900000000002,228.101
