index,Index,Label,unit,start,last,1984-S1,1984-S2,1985-S1,1985-S2,1986-S1,1986-S2,1987-S1,1987-S2,1988-S1,1988-S2,1989-S1,1989-S2,1990-S1,1990-S2,1991-S1,1991-S2,1992-S1,1992-S2,1993-S1,1993-S2,1994-S1,1994-S2,1995-S1,1995-S2,1996-S1,1996-S2,1997-S1,1997-S2,1998-S1,1998-S2,1999-S1,1999-S2,2000-S1,2000-S2,2001-S1,2001-S2,2002-S1,2002-S2,2003-S1,2003-S2,2004-S1,2004-S2,2005-S1,2005-S2,2006-S1,2006-S2,2007-S1,2007-S2,2008-S1,2008-S2,2009-S1,2009-S2,2010-S1,2010-S2,2011-S1,2011-S2,2012-S1,2012-S2,2013-S1,2013-S2,2014-S1,2014-S2,2015-S1,2015-S2,2016-S1,2016-S2,2017-S1,2017-S2,2018-S1,2018-S2,2019-S1,2019-S2,2020-S1,2020-S2,2021-S1
CUUS0000SAF      ,CUUS0000SAF      ,"Food and beverages in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S01,102.8,103.7,105.3,106.0,107.9,110.3,112.8,114.2,116.5,119.9,123.6,126.2,131.0,133.2,136.7,136.9,138.4,139.0,141.1,142.1,144.0,145.7,148.3,149.5,152.2,155.2,157.0,158.5,160.3,161.9,163.9,165.2,167.2,169.5,172.4,174.8,176.5,177.1,179.1,182.0,185.3,187.9,190.2,192.2,194.6,196.7,201.145,205.454,210.832,217.61900000000003,218.72099999999998,217.778,219.422,220.546,225.576,230.155,232.93400000000003,234.40599999999998,236.44,237.49099999999999,240.615,244.282,245.983,247.62599999999998,247.877,247.429,249.054,250.62099999999998,252.53900000000002,254.15400000000002,257.262,258.764,264.57099999999997,268.67900000000003,272.209
CUUS0000SAF1     ,CUUS0000SAF1     ,"Food in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S01,102.8,103.7,105.3,105.8,107.7,110.2,112.8,114.1,116.4,119.9,123.8,126.4,131.3,133.4,136.3,136.2,137.6,138.2,140.3,141.4,143.4,145.2,147.8,149.0,151.7,154.9,156.6,158.0,159.9,161.5,163.5,164.7,166.7,169.0,171.9,174.3,175.9,176.5,178.5,181.4,184.9,187.5,189.7,191.8,194.1,196.3,200.71099999999998,205.12099999999998,210.595,217.618,218.535,217.37599999999998,219.082,220.168,225.425,230.25900000000001,233.013,234.541,236.52200000000002,237.55200000000002,240.81400000000002,244.635,246.375,248.095,248.19400000000002,247.669,249.268,250.862,252.75599999999997,254.361,257.541,259.092,265.101,269.33799999999997,272.937
CUUS0000SAF11    ,CUUS0000SAF11    ,"Food at home in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S01,102.6,103.0,104.4,104.2,106.0,108.5,111.5,112.3,114.6,118.5,123.0,125.4,131.5,133.2,136.6,135.1,136.7,137.0,139.6,140.5,143.0,145.2,148.3,149.2,152.5,156.1,157.6,158.7,160.4,161.8,163.8,164.7,166.7,169.1,172.2,174.5,175.9,175.3,177.7,181.1,185.0,187.4,189.1,190.5,192.3,193.9,198.989,203.50099999999998,210.067,218.18400000000003,216.82299999999998,213.424,215.50599999999997,216.165,223.31099999999998,229.09,231.5,232.047,233.822,233.916,237.533,241.37900000000002,241.90599999999998,242.59400000000002,240.47099999999998,237.65900000000002,238.27,238.908,239.458,239.864,241.90400000000002,241.645,248.81900000000002,251.64700000000002,254.29
CUUS0000SAF111   ,CUUS0000SAF111   ,"Cereals and bakery products in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S01,102.8,105.0,107.2,108.7,110.1,111.7,113.8,115.8,119.4,124.8,130.1,134.7,138.4,141.6,144.9,146.8,150.1,152.8,155.2,157.9,161.7,164.3,166.1,168.8,172.8,175.1,177.0,178.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.204,273.358,276.608,276.515,281.065,284.225,285.09
CUUS0000SAF112   ,CUUS0000SAF112   ,"Meats, poultry, fish, and eggs in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S01,102.1,100.5,100.2,99.9,101.3,107.7,109.4,111.6,111.8,116.8,120.0,122.6,127.9,132.1,133.3,131.9,130.4,131.3,134.5,136.4,137.5,136.9,137.6,140.0,142.3,147.3,148.3,148.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.979,248.81799999999998,249.10299999999998,250.50400000000002,263.972,266.494,271.869
CUUS0000SAF1121  ,CUUS0000SAF1121  ,"Meats, poultry, and fish in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.347,251.041,252.17700000000002,254.345,267.38,271.131,275.972
CUUS0000SAF11211 ,CUUS0000SAF11211 ,"Meats in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.007,252.144,253.412,257.27099999999996,272.629,275.72700000000003,281.534
CUUS0000SAF113   ,CUUS0000SAF113   ,"Fruits and vegetables in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S01,105.4,106.0,109.8,107.1,109.2,109.7,119.4,118.8,125.6,130.7,138.1,137.9,151.5,146.4,159.9,151.7,157.0,153.8,159.8,158.2,163.5,166.6,178.9,176.5,183.1,184.7,186.8,188.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.297,298.289,303.182,298.526,303.02299999999997,306.836,312.841
CUUS0000SAF1131  ,CUUS0000SAF1131  ,"Fresh fruits and vegetables in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.134,347.01099999999997,352.83,346.23800000000006,350.278,354.32599999999996,361.959
CUUS0000SAF114   ,CUUS0000SAF114   ,"Nonalcoholic beverages and beverage materials in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S01,102.1,102.5,104.5,104.1,110.9,109.9,109.3,105.7,107.5,107.6,111.2,111.4,112.9,114.2,115.2,113.0,115.0,113.5,114.5,114.7,115.8,130.5,132.7,130.8,129.5,127.6,131.1,135.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.173,168.00599999999997,171.35299999999995,170.31799999999996,176.10299999999995,177.75099999999995,179.487
CUUS0000SAF115   ,CUUS0000SAF115   ,"Other food at home in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S01,102.4,103.8,105.5,106.0,109.4,109.4,110.7,110.3,112.0,114.3,118.3,119.9,122.2,124.6,127.3,127.2,128.9,128.8,130.1,130.8,132.7,138.6,140.7,140.9,142.5,143.4,146.3,148.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.13099999999997,210.30900000000003,211.112,211.074,216.013,218.637,219.37099999999998
CUUS0000SAF116   ,CUUS0000SAF116   ,"Alcoholic beverages in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S01,102.4,103.6,105.0,107.8,110.8,111.5,113.2,115.0,117.5,119.6,122.0,124.9,127.9,130.6,141.6,144.0,146.6,148.0,149.3,149.9,151.4,151.6,153.2,154.6,157.4,159.6,162.1,163.5,165.1,166.4,168.7,170.7,173.5,175.9,178.1,180.5,182.8,184.4,186.4,187.9,191.0,193.3,195.4,196.4,200.0,201.4,205.52700000000002,208.524,212.637,216.33,219.824,221.678,222.477,224.105,226.102,227.267,230.484,231.115,233.94,235.30700000000002,236.52599999999998,238.083,239.229,239.831,242.195,242.856,244.833,246.00599999999997,248.267,250.002,252.12900000000002,252.956,256.04200000000003,258.449,261.053
CUUS0000SEFA     ,CUUS0000SEFA     ,"Cereals and cereal products in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.768,226.49900000000002,228.293,226.933,230.94099999999997,232.63400000000001,232.767
CUUS0000SEFA01   ,CUUS0000SEFA01   ,"Flour and prepared flour mixes in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.57299999999998,234.482,237.293,233.66299999999998,238.375,238.278,239.581
CUUS0000SEFA02   ,CUUS0000SEFA02   ,"Breakfast cereal in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.65,220.671,222.707,220.93200000000002,223.674,225.829,226.553
CUUS0000SEFA03   ,CUUS0000SEFA03   ,"Rice, pasta, cornmeal in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.575,236.891,238.054,237.99400000000003,243.053,244.84099999999998,243.84799999999998
CUUS0000SEFB     ,CUUS0000SEFB     ,"Bakery products in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.277,300.318,304.457,305.164,310.052,314.07599999999996,315.375
