index,Index,Label,unit,start,last,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
CEU4200000001    ,CEU4200000001    ,42000000,1,1939-M01,2022-M05,3158.3,3325.3,3552.6,3522.4,3480.1,3516.4,3624.5,4119.3,4393.8,4524.8,4521.3,4581.3,4759.5,4881.5,5013.6,4999.7,5159.7,5316.2,5328.8,5267.8,5454.1,5590.1,5561.7,5673.6,5782.1,5978.0,6263.6,6531.6,6713.1,6978.9,7296.7,7465.2,7658.7,8040.6,8374.1,8538.8,8603.8,8969.9,9363.0,9882.4,10184.7,10248.8,10369.4,10376.5,10639.5,11227.4,11737.6,12082.3,12422.3,12812.0,13111.7,13185.6,12899.5,12831.1,13023.7,13494.0,13900.2,14146.0,14392.5,14613.1,14973.9,15283.6,15242.4,15029.0,14921.7,15062.7,15284.5,15358.5,15525.5,15288.8,14527.9,14446.0,14673.7,14846.8,15084.7,15363.4,15610.9,15831.6,15845.7,15786.3,15619.9,14871.4,15396.0
CEU4200000006    ,CEU4200000006    ,42000000,6,1972-M01,2022-M05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7258.5,7552.4,7675.1,7715.5,8049.5,8398.3,8862.9,9115.2,9159.9,9239.9,9256.3,9496.1,9966.9,10401.7,10706.4,10988.5,11308.3,11567.4,11311.0,11010.5,10933.9,11106.5,11504.7,11843.8,12059.5,12276.5,12442.7,12774.5,13042.8,12955.3,12777.1,12658.2,12791.6,13033.4,13114.4,13321.5,13138.6,12476.3,12429.9,12652.0,12798.3,12927.6,13111.7,13268.6,13432.8,13486.2,13488.3,13332.1,12671.2,13131.1
CEU4200000010    ,CEU4200000010    ,42000000,10,1972-M01,2022-M05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3589.0,3771.4,3936.5,3984.7,4178.1,4378.3,4661.6,4891.0,4981.0,5059.2,5115.8,5277.1,5658.1,5984.5,6211.3,6437.4,6661.3,6839.4,6696.7,6589.0,6534.7,6600.4,6814.5,7021.6,7143.3,7273.0,7381.2,7543.7,7680.9,7636.3,7450.4,7340.6,7388.5,7525.1,7589.0,7759.5,7714.4,7362.6,7228.0,7282.0,7392.1,7575.0,7732.6,7862.8,7991.9,7912.7,7856.0,7746.4,7238.5,7492.8
CEU4244100001    ,CEU4244100001    ,42441000,1,1990-M01,2022-M05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1494.4,1435.1,1428.1,1475.3,1564.7,1627.1,1685.6,1723.4,1740.9,1796.6,1846.9,1854.6,1879.4,1882.9,1902.3,1918.6,1909.7,1908.3,1831.2,1637.5,1629.2,1691.2,1737.0,1793.1,1862.2,1929.0,1979.6,2004.6,2015.2,2026.3,1896.7,1940.3
CEU4244100006    ,CEU4244100006    ,42441000,6,1990-M01,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1206.9,1154.2,1150.7,1192.7,1269.0,1318.7,1369.2,1399.1,1399.1,1449.7,1503.1,1511.9,1539.9,1547.2,1559.6,1578.7,1574.3,1579.7,1512.6,1351.2,1339.4,1392.2,1426.0,1476.4,1546.1,1607.3,1646.9,1662.3,1673.0,1686.0,1569.3,1605.6
CEU4244100010    ,CEU4244100010    ,42441000,10,1990-M01,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.7,269.8,267.7,276.4,294.2,310.6,322.9,331.5,334.9,348.4,357.4,354.1,356.6,357.8,358.4,362.2,361.5,370.4,347.3,300.5,295.7,309.3,320.2,330.4,346.4,362.0,373.3,385.9,389.1,399.5,379.3,391.2
CEU4244110001    ,CEU4244110001    ,42441100,1,1972-M01,2022-M05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810.4,842.7,791.9,769.1,811.6,845.3,884.7,877.6,783.2,745.6,732.4,762.6,839.3,904.2,944.8,977.1,1014.4,1011.2,983.3,938.3,934.8,970.4,1031.8,1071.6,1113.0,1134.5,1142.0,1179.7,1216.5,1225.1,1252.8,1254.4,1257.3,1261.4,1246.7,1242.2,1176.7,1018.2,1011.5,1056.9,1095.5,1138.4,1187.9,1238.7,1279.0,1293.3,1296.6,1300.3,1202.7,1223.2
CEU4244110006    ,CEU4244110006    ,42441100,6,1972-M01,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,672.2,693.7,651.2,632.4,667.9,695.0,725.7,716.3,634.3,603.8,594.4,621.4,683.9,737.2,770.9,795.3,823.7,822.4,795.0,756.4,756.0,787.9,839.1,870.9,905.5,923.4,928.6,960.7,992.8,1001.0,1033.2,1038.4,1042.5,1050.2,1038.4,1035.7,978.5,845.9,843.2,883.5,911.5,950.5,1000.8,1048.9,1084.1,1094.8,1097.9,1100.7,1016.6,1037.1
CEU4244110010    ,CEU4244110010    ,42441100,10,1972-M01,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.0,110.3,107.5,105.7,111.3,118.1,127.0,131.5,121.3,118.3,117.0,121.1,134.9,148.9,158.9,167.5,177.4,179.1,174.8,165.9,166.1,173.5,186.0,196.5,204.8,211.5,214.4,223.1,231.8,232.3,236.4,238.6,240.3,241.6,243.9,248.2,229.5,193.5,190.1,198.9,207.9,219.2,232.1,244.9,256.4,263.4,264.9,269.6,251.7,257.6
CEU4244111001    ,CEU4244111001    ,42441110,1,1972-M01,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,771.7,798.9,749.8,727.3,766.4,798.3,836.0,831.5,741.8,704.2,691.1,718.8,790.7,852.2,891.6,920.3,953.8,949.4,921.6,876.6,872.7,905.5,959.5,993.0,1027.4,1043.1,1044.8,1077.4,1109.6,1116.8,1140.0,1138.7,1137.9,1138.5,1118.9,1111.5,1050.4,907.0,895.6,934.0,964.7,997.9,1041.0,1085.0,1117.7,1129.6,1131.9,1133.6,1045.4,1055.4
