index,Index,Label,unit,start,last,1984-S1,1984-S2,1985-S1,1985-S2,1986-S1,1986-S2,1987-S1,1987-S2,1988-S1,1988-S2,1989-S1,1989-S2,1990-S1,1990-S2,1991-S1,1991-S2,1992-S1,1992-S2,1993-S1,1993-S2,1994-S1,1994-S2,1995-S1,1995-S2,1996-S1,1996-S2,1997-S1,1997-S2,1998-S1,1998-S2,1999-S1,1999-S2,2000-S1,2000-S2,2001-S1,2001-S2,2002-S1,2002-S2,2003-S1,2003-S2,2004-S1,2004-S2,2005-S1,2005-S2,2006-S1,2006-S2,2007-S1,2007-S2,2008-S1,2008-S2,2009-S1,2009-S2,2010-S1,2010-S2,2011-S1,2011-S2,2012-S1,2012-S2,2013-S1,2013-S2,2014-S1,2014-S2,2015-S1,2015-S2,2016-S1,2016-S2,2017-S1,2017-S2,2018-S1,2018-S2,2019-S1,2019-S2,2020-S1,2020-S2,2021-S1,2021-S2
CWUS0000SAH      ,CWUS0000SAH      ,"Housing in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,100.7,103.8,105.4,107.8,109.1,110.3,111.7,113.9,115.6,118.1,119.9,122.6,124.8,128.0,130.2,132.3,134.0,135.9,137.6,139.5,141.2,142.8,144.4,146.5,148.5,150.7,152.6,154.3,155.7,157.7,159.0,161.0,163.6,167.3,171.2,173.0,174.6,176.9,179.5,181.3,183.5,186.4,189.1,193.3,196.9,200.1,203.402,206.188,210.024,213.654,213.214,213.075,212.648,213.112,214.603,217.016,218.244,220.33,222.734,225.251,228.605,231.188,233.225,235.772,238.154,242.18,245.665,249.221,252.887,256.372,260.168,263.653,266.574,269.386,273.036,280.528
CWUS0000SAH1     ,CWUS0000SAH1     ,"Shelter in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,99.9,103.6,105.9,109.3,112.2,114.9,117.3,120.2,122.9,125.7,128.1,131.6,134.5,138.7,141.2,143.8,146.2,148.3,150.6,152.6,155.1,157.4,159.9,162.5,165.0,167.4,169.9,172.5,175.2,178.1,180.5,182.7,185.9,188.9,192.6,196.4,200.5,203.2,205.9,207.9,210.9,213.4,216.3,218.6,222.5,227.1,231.387,234.609,237.914,240.343,242.557,242.716,242.041,242.578,244.325,246.726,249.549,252.206,255.206,258.302,262.104,265.835,269.85,274.267,278.69,283.736,288.296,293.093,298.109,302.877,308.274,313.321,317.506,320.286,323.848,330.786
CWUS0000SAH2     ,CWUS0000SAH2     ,"Fuels and utilities in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,103.5,106.1,105.6,107.3,104.9,103.0,101.8,103.7,103.0,105.3,106.5,108.5,110.0,112.4,114.1,115.8,116.3,118.7,119.8,122.5,122.2,122.8,122.5,124.0,125.6,128.8,130.0,131.0,128.1,128.6,126.6,130.7,132.4,142.3,151.6,147.5,141.0,144.8,151.7,156.1,157.3,165.1,168.9,187.0,192.9,193.3,196.268,201.459,211.709,224.058,209.779,209.412,211.399,214.37,216.391,221.326,216.1,218.699,221.406,225.818,232.092,233.958,229.815,228.107,224.609,230.683,233.681,237.859,238.709,240.759,240.144,241.263,240.358,244.22,251.549,265.614
CWUS0000SAH21    ,CWUS0000SAH21    ,"Household energy in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,102.6,105.3,104.0,105.0,100.8,97.5,96.0,98.1,96.4,99.0,99.3,101.8,102.5,105.1,105.5,106.6,106.0,109.1,109.2,112.2,110.7,111.6,109.9,111.7,112.8,116.6,117.0,117.6,113.2,113.4,110.9,115.1,116.6,127.0,136.6,131.8,124.2,128.0,135.0,139.0,139.4,147.0,150.2,169.2,174.6,174.3,176.68,181.382,191.536,203.539,187.108,185.349,186.215,188.329,189.339,193.705,186.555,187.983,189.861,193.801,199.775,200.59,194.776,191.768,186.872,192.604,194.738,198.564,198.431,199.457,198.023,198.417,196.444,199.592,206.351,220.463
CWUS0000SAH3     ,CWUS0000SAH3     ,"Household furnishings and operations in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,101.5,102.2,103.5,103.9,104.7,105.4,106.5,107.0,108.1,109.7,110.2,111.0,112.1,112.9,114.8,115.5,116.6,117.2,117.7,118.4,119.4,120.0,121.2,122.3,123.1,123.4,123.9,123.8,125.0,125.0,124.9,124.6,125.1,125.8,125.9,125.7,125.0,123.9,122.7,121.1,121.3,121.0,122.0,121.7,122.5,122.7,122.869,122.085,122.98,124.29,125.205,124.06,122.502,120.609,120.815,121.403,122.043,121.525,121.471,120.096,119.453,118.416,118.262,117.412,117.179,115.996,116.13,114.799,116.012,116.326,117.973,118.025,119.286,121.349,122.886,127.572
CWUS0000SAH31    ,CWUS0000SAH31    ,"Household furnishings and supplies in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 2009.12=100,2010-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.399,97.649,97.784,98.223,98.632,98.052,97.944,96.54,95.837,94.629,94.332,93.269,92.858,91.632,91.592,90.192,90.813,90.843,92.002,91.643,92.684,94.33,95.241,98.893
CWUS0000SEHA     ,CWUS0000SEHA     ,"Rent of primary residence in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,103.7,106.8,109.9,113.5,116.6,119.8,121.8,124.2,126.3,128.7,130.9,133.8,136.2,139.6,141.7,144.0,145.7,147.4,149.1,150.9,152.7,154.7,156.5,158.4,160.5,162.8,165.0,167.7,170.2,173.2,175.8,178.4,181.7,185.2,189.3,193.7,197.6,200.4,203.5,205.9,208.7,211.7,214.9,218.1,221.8,226.7,231.736,235.875,240.209,244.184,247.315,247.487,247.465,247.984,250.425,253.289,256.732,259.98,263.737,267.295,271.431,276.054,280.777,286.059,291.044,296.717,302.125,307.859,313.159,318.824,324.64,330.834,336.226,339.803,342.833,349.033
CWUS0000SEHB     ,CWUS0000SEHB     ,"Lodging away from home in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.252,163.284,173.625,168.742,159.096,148.326,159.233,183.011
CWUS0000SEHB01   ,CWUS0000SEHB01   ,"Housing at school, excluding board in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982.12=100,2018-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556.303,566.249,570.349,578.225,581.835,590.025,593.183,601.485
CWUS0000SEHB02   ,CWUS0000SEHB02   ,"Other lodging away from home including hotels and motels in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.0,330.054,354.35,341.828,317.193,293.286,316.911,368.343
