index,Index,Label,unit,start,last,1984-S1,1984-S2,1985-S1,1985-S2,1986-S1,1986-S2,1987-S1,1987-S2,1988-S1,1988-S2,1989-S1,1989-S2,1990-S1,1990-S2,1991-S1,1991-S2,1992-S1,1992-S2,1993-S1,1993-S2,1994-S1,1994-S2,1995-S1,1995-S2,1996-S1,1996-S2,1997-S1,1997-S2,1998-S1,1998-S2,1999-S1,1999-S2,2000-S1,2000-S2,2001-S1,2001-S2,2002-S1,2002-S2,2003-S1,2003-S2,2004-S1,2004-S2,2005-S1,2005-S2,2006-S1,2006-S2,2007-S1,2007-S2,2008-S1,2008-S2,2009-S1,2009-S2,2010-S1,2010-S2,2011-S1,2011-S2,2012-S1,2012-S2,2013-S1,2013-S2,2014-S1,2014-S2,2015-S1,2015-S2,2016-S1,2016-S2,2017-S1,2017-S2,2018-S1,2018-S2,2019-S1,2019-S2,2020-S1,2020-S2,2021-S1,2021-S2
CWUS0300AA0      ,CWUS0300AA0      ,"All items - old base in South urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1977.12=100,1984-S01,2021-S03,165.6,169.8,172.3,175.0,175.2,175.9,179.3,183.0,185.3,189.8,194.0,197.7,202.7,208.9,212.2,215.0,217.6,220.9,224.3,227.5,230.1,233.9,237.5,240.6,244.8,248.2,250.8,252.3,253.1,255.2,257.3,261.3,266.2,269.8,273.8,274.3,275.1,278.3,281.9,282.8,287.1,291.5,296.4,304.3,309.4,312.1,316.559,323.012,332.614,334.964,327.982,333.83,337.4,338.784,348.836,353.46,357.956,359.437,362.978,365.145,369.75,369.917,366.245,368.04,368.241,372.197,376.093,379.521,385.321,387.667,390.038,392.946,392.57,397.297,408.476,424.943
CWUS0300SA0      ,CWUS0300SA0      ,"All items in South urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,102.2,104.8,106.4,108.1,108.2,108.6,110.7,113.0,114.5,117.2,119.8,122.1,125.2,129.0,131.0,132.7,134.3,136.4,138.5,140.5,142.1,144.4,146.7,148.6,151.2,153.2,154.9,155.8,156.3,157.6,158.9,161.3,164.3,166.6,169.1,169.4,169.9,171.8,174.1,174.6,177.3,180.0,183.0,187.9,191.0,192.7,195.454,199.438,205.367,206.817,202.507,206.117,208.321,209.176,215.383,218.237,221.014,221.928,224.114,225.453,228.296,228.398,226.132,227.24,227.364,229.806,232.211,234.328,237.91,239.358,240.822,242.618,242.386,245.304,252.206,262.373
CWUS0300SA0E     ,CWUS0300SA0E     ,"Energy in South urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,100.0,101.2,100.0,102.4,91.5,83.4,86.7,90.7,88.2,91.1,93.1,95.8,97.4,108.3,102.9,103.4,100.8,104.8,102.6,104.6,101.0,105.9,103.5,104.9,107.8,111.8,110.9,110.6,100.3,99.3,97.9,109.2,118.1,125.1,128.2,118.8,112.5,119.3,127.2,129.8,139.1,148.6,155.5,184.1,191.0,189.2,191.542,205.717,231.917,225.921,177.662,194.863,201.705,203.174,235.684,237.559,240.727,235.839,237.139,235.209,241.27,228.341,193.745,187.714,172.431,182.36,187.94,195.356,203.363,204.723,196.426,197.724,178.046,179.031,205.784,229.617
CWUS0300SA0L1    ,CWUS0300SA0L1    ,"All items less food in South urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,102.1,105.0,106.5,108.5,108.3,108.2,110.3,112.8,114.1,116.7,119.0,121.3,124.0,128.1,130.2,132.2,134.0,136.4,138.6,140.7,142.2,144.7,146.9,148.9,151.3,153.1,154.7,155.5,155.9,157.2,158.4,161.0,164.2,166.5,168.9,168.8,169.1,171.4,173.6,173.7,176.2,178.8,182.1,187.5,190.7,192.3,194.889,198.648,204.672,205.161,200.017,204.331,206.569,207.422,213.719,216.197,218.965,219.744,221.949,223.209,226.0,225.566,222.643,223.666,223.975,226.906,229.543,231.745,235.742,237.173,238.383,240.305,239.04,241.815,249.337,259.725
CWUS0300SA0L1E   ,CWUS0300SA0L1E   ,"All items less food and energy in South urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,102.4,105.7,107.6,109.5,111.3,112.9,114.8,117.0,119.0,121.6,124.0,126.2,129.1,132.1,135.4,137.7,140.2,142.4,145.3,147.5,149.8,151.9,154.9,156.9,159.4,160.8,162.9,163.8,165.9,167.6,169.3,170.5,172.6,174.1,176.4,178.0,179.4,180.8,182.1,181.8,183.0,184.5,187.1,188.3,191.1,193.2,195.844,197.853,200.529,202.098,204.113,206.292,207.755,208.505,210.385,212.969,215.613,217.381,219.747,221.566,223.905,225.507,227.742,229.916,232.761,234.592,236.77,238.154,241.49,242.936,245.695,247.724,249.186,252.236,257.006,265.497
CWUS0300SA0L2    ,CWUS0300SA0L2    ,"All items less shelter in South urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,103.6,105.1,106.5,107.9,107.7,107.9,110.2,112.8,114.2,117.4,120.1,122.4,125.7,129.7,131.8,133.4,134.9,137.0,139.0,140.9,142.2,144.6,146.7,148.4,150.9,152.9,154.3,154.9,154.7,155.7,156.8,159.6,162.7,165.0,167.4,167.1,166.9,168.6,170.8,171.1,173.9,176.8,179.9,185.8,188.6,189.2,191.298,195.551,202.51,203.505,196.663,201.78,205.077,206.043,214.067,217.17,219.994,220.247,222.161,223.042,225.378,224.081,219.4,219.417,218.28,220.238,222.08,223.239,226.61,227.285,227.697,228.562,226.971,229.884,237.853,249.174
CWUS0300SA0L5    ,CWUS0300SA0L5    ,"All items  less medical care in South urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,102.0,104.7,106.0,107.6,107.4,107.6,109.5,111.7,113.1,115.7,118.1,120.2,123.1,126.8,128.6,130.0,131.4,133.2,135.1,137.0,138.4,140.6,142.7,144.4,146.9,148.9,150.4,151.3,151.6,152.8,154.1,156.4,159.3,161.5,163.9,164.0,164.4,166.1,168.2,168.6,171.1,173.7,176.5,181.3,184.4,185.9,188.543,192.351,198.095,199.486,194.879,198.41,200.332,201.085,207.185,209.91,212.449,213.206,215.22,216.464,219.159,219.19,216.68,217.619,217.383,219.469,221.6,223.737,227.124,228.688,229.916,231.439,230.766,233.544,240.55,250.845
CWUS0300SA0LE    ,CWUS0300SA0LE    ,"All items less energy in South urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,102.5,105.4,107.2,108.8,110.5,112.3,114.3,116.3,118.3,121.1,123.7,126.0,129.3,132.2,135.2,137.1,139.2,141.1,143.7,145.7,148.0,150.0,152.8,154.9,157.4,159.2,161.2,162.3,164.3,165.9,167.5,168.8,170.9,172.6,174.9,176.6,178.0,179.3,180.7,181.0,182.7,184.4,186.8,188.3,191.0,193.1,195.928,198.494,201.585,204.078,205.919,207.627,209.178,209.946,212.452,215.443,218.102,219.861,222.176,223.99,226.44,228.342,230.541,232.635,234.879,236.336,238.325,239.745,242.705,244.166,246.965,248.83,251.014,254.176,258.691,267.232
CWUS0300SAA      ,CWUS0300SAA      ,"Apparel in South urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,101.6,103.8,105.2,107.7,107.4,109.1,111.7,114.7,117.9,121.9,123.3,124.4,128.5,130.0,134.4,135.3,139.8,139.2,142.8,143.4,144.9,142.6,143.3,141.9,142.5,139.9,143.3,141.9,143.8,142.8,142.5,140.8,142.1,138.8,140.7,136.9,136.9,134.9,134.2,131.2,132.6,130.9,133.0,129.9,133.6,132.6,133.715,131.098,131.864,130.495,132.237,131.752,129.498,128.533,129.111,132.762,134.107,135.101,135.961,137.196,136.365,135.073,134.218,133.386,133.627,133.761,133.657,130.939,134.84,132.363,133.5,130.875,126.666,122.837,125.93,129.446
CWUS0300SAC      ,CWUS0300SAC      ,"Commodities in South urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,102.5,104.3,105.5,106.3,104.8,104.1,106.7,109.1,110.4,113.3,116.0,117.7,120.9,124.5,126.0,126.7,127.8,129.2,130.7,131.6,132.7,134.7,136.4,137.2,139.5,141.0,142.2,141.8,141.6,142.1,143.2,145.9,149.5,150.7,152.2,150.4,150.0,150.6,151.9,150.7,154.0,156.3,159.2,164.1,166.2,165.5,167.765,171.538,179.035,176.741,167.54,173.684,177.462,177.515,187.778,190.062,193.203,192.274,193.664,192.883,194.579,191.493,184.421,182.834,179.927,180.727,182.175,182.537,185.797,185.846,185.448,185.207,182.806,184.929,193.98,206.256
