index,Index,Label,unit,start,last,1984-S1,1984-S2,1985-S1,1985-S2,1986-S1,1986-S2,1987-S1,1987-S2,1988-S1,1988-S2,1989-S1,1989-S2,1990-S1,1990-S2,1991-S1,1991-S2,1992-S1,1992-S2,1993-S1,1993-S2,1994-S1,1994-S2,1995-S1,1995-S2,1996-S1,1996-S2,1997-S1,1997-S2,1998-S1,1998-S2,1999-S1,1999-S2,2000-S1,2000-S2,2001-S1,2001-S2,2002-S1,2002-S2,2003-S1,2003-S2,2004-S1,2004-S2,2005-S1,2005-S2,2006-S1,2006-S2,2007-S1,2007-S2,2008-S1,2008-S2,2009-S1,2009-S2,2010-S1,2010-S2,2011-S1,2011-S2,2012-S1,2012-S2,2013-S1,2013-S2,2014-S1,2014-S2,2015-S1,2015-S2,2016-S1,2016-S2,2017-S1,2017-S2,2018-S1,2018-S2,2019-S1,2019-S2,2020-S1,2020-S2,2021-S1,2021-S2
CWUS0100AA0      ,CWUS0100AA0      ,"All items - old base in Northeast urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1977.12=100,1984-S01,2021-S03,160.1,164.1,167.3,170.2,171.7,173.1,177.5,182.1,185.7,191.1,196.5,201.5,207.3,214.1,218.3,221.6,224.9,228.8,232.0,234.0,236.8,240.1,243.1,246.0,249.9,253.2,256.4,258.3,259.5,261.8,264.1,268.4,273.2,277.4,282.1,283.7,286.2,290.7,295.1,299.0,304.8,309.6,314.6,322.0,328.2,331.6,335.772,341.262,350.842,355.388,349.868,356.255,360.371,362.652,371.098,376.721,380.1,382.839,385.39,387.107,391.318,390.813,388.251,389.124,390.074,393.838,398.447,400.633,407.149,409.74,412.666,415.971,418.377,421.357,430.919,445.114
CWUS0100SA0      ,CWUS0100SA0      ,"All items in Northeast urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,102.5,105.1,107.1,109.0,109.9,110.8,113.6,116.6,118.9,122.3,125.8,129.0,132.7,137.1,139.8,141.8,144.0,146.5,148.5,149.8,151.6,153.7,155.6,157.5,160.0,162.2,164.2,165.4,166.1,167.6,169.1,171.8,174.9,177.6,180.6,181.7,183.2,186.1,188.9,191.4,195.2,198.2,201.5,206.1,210.1,212.3,214.971,218.485,224.619,227.529,223.995,228.084,230.72,232.18,237.587,241.187,243.351,245.104,246.737,247.836,250.533,250.209,248.569,249.128,249.736,252.147,255.097,256.496,260.668,262.327,264.2,266.316,267.857,269.765,275.886,284.974
CWUS0100SA0E     ,CWUS0100SA0E     ,"Energy in Northeast urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,100.5,99.5,99.3,100.8,91.6,80.6,83.3,86.6,84.5,85.8,89.6,92.1,94.8,105.5,101.7,101.5,99.9,103.3,101.8,102.2,101.8,105.2,104.5,104.6,108.2,109.9,112.1,110.1,104.0,101.3,100.6,109.1,119.4,127.2,131.3,121.7,114.4,121.4,133.6,135.0,145.1,154.4,162.6,190.3,198.3,196.0,202.379,213.565,243.279,236.631,186.009,203.62,212.326,212.241,244.572,243.733,245.096,244.706,244.428,241.131,250.234,233.034,203.089,190.78,180.073,186.613,198.315,203.949,218.053,219.551,212.518,210.51,196.483,192.257,219.611,244.912
CWUS0100SA0L1    ,CWUS0100SA0L1    ,"All items less food in Northeast urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,102.4,105.5,107.5,109.7,110.3,110.7,113.4,116.6,118.8,122.2,125.4,128.8,132.1,137.0,139.7,142.3,144.5,147.4,149.4,150.8,152.6,154.7,156.5,158.5,161.0,163.1,165.3,166.6,167.2,168.6,169.9,172.9,176.4,179.2,182.2,182.9,184.6,187.9,190.9,193.2,197.0,200.0,203.4,208.8,212.8,214.9,217.255,220.644,226.921,228.879,224.418,229.532,232.225,233.664,239.229,242.482,244.552,246.347,247.953,249.2,251.91,250.961,248.744,249.217,249.894,252.782,255.897,257.194,261.592,263.206,264.999,267.165,267.804,269.419,276.03,285.172
CWUS0100SA0L1E   ,CWUS0100SA0L1E   ,"All items less food and energy in Northeast urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,102.6,106.6,108.9,111.2,113.8,116.4,119.2,122.3,125.3,129.1,132.2,135.7,139.2,143.2,147.0,150.0,152.9,155.7,158.2,159.9,162.0,163.9,166.2,168.5,170.8,173.1,175.2,177.0,178.8,180.9,182.5,184.6,187.0,189.1,191.8,194.3,197.5,200.2,201.7,204.3,207.1,209.2,211.9,213.9,217.3,220.2,221.831,224.011,226.659,229.985,232.709,235.917,237.746,239.423,241.149,245.035,247.199,249.337,251.247,253.194,254.97,256.461,258.399,260.804,263.198,265.588,267.481,268.158,271.191,272.842,275.946,278.748,281.306,283.701,287.735,294.934
CWUS0100SA0L2    ,CWUS0100SA0L2    ,"All items less shelter in Northeast urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,103.6,104.7,106.2,107.6,107.6,107.7,110.5,112.8,114.2,117.2,120.6,123.2,127.1,131.1,133.7,135.4,137.3,139.8,141.8,143.0,144.4,146.5,148.3,150.0,152.6,154.7,156.5,157.1,157.3,158.2,159.4,162.2,165.2,167.8,170.4,170.1,170.0,172.4,174.8,176.9,180.0,182.9,186.0,191.3,194.7,195.2,197.501,200.943,208.369,211.12,205.077,209.801,213.097,214.535,221.254,224.695,226.733,227.912,229.185,229.184,231.399,229.804,226.389,225.408,224.899,226.158,229.2,229.954,233.943,234.713,235.753,237.277,237.787,239.423,246.59,257.175
CWUS0100SA0L5    ,CWUS0100SA0L5    ,"All items  less medical care in Northeast urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,102.3,104.9,106.8,108.5,109.3,110.1,112.8,115.7,117.9,121.3,124.7,127.8,131.3,135.6,138.1,139.9,141.9,144.2,146.1,147.3,149.0,151.0,152.8,154.6,156.9,159.0,161.0,162.2,162.8,164.1,165.5,168.1,171.1,173.7,176.5,177.4,178.8,181.6,184.3,186.7,190.2,193.3,196.4,201.0,204.8,206.9,209.289,212.67,218.734,221.618,217.813,221.9,224.361,225.719,230.984,234.523,236.437,238.061,239.579,240.619,243.274,242.752,240.757,241.199,241.434,243.643,246.521,247.782,251.864,253.494,255.028,256.621,257.603,259.494,265.857,275.218
CWUS0100SA0LE    ,CWUS0100SA0LE    ,"All items less energy in Northeast urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,102.7,105.9,108.2,110.1,112.5,115.1,118.0,120.9,123.8,127.5,131.0,134.3,138.1,141.7,145.3,147.6,150.2,152.6,155.1,156.6,158.6,160.6,162.9,165.0,167.3,169.5,171.6,173.2,174.8,176.9,178.6,180.6,182.8,184.8,187.6,190.1,192.9,195.2,196.8,199.4,202.4,204.8,207.4,209.3,212.7,215.5,217.684,220.212,223.36,227.492,229.884,232.286,234.196,235.85,238.051,242.205,244.441,246.468,248.35,250.007,251.906,253.714,255.645,257.833,259.871,261.79,263.687,264.577,267.56,269.249,272.224,274.858,278.09,280.672,284.583,292.025
CWUS0100SAA      ,CWUS0100SAA      ,"Apparel in Northeast urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,100.5,103.4,102.9,105.2,103.5,105.7,108.5,110.8,108.6,113.2,113.0,114.3,118.4,121.6,121.2,123.9,124.2,128.9,128.3,127.5,126.6,125.2,123.4,124.4,125.5,125.6,127.9,129.1,128.0,128.0,125.6,128.3,126.2,125.7,124.4,121.3,121.2,120.3,114.8,119.1,118.9,119.2,119.5,119.0,119.5,117.5,117.542,116.322,117.076,118.873,119.436,121.487,122.016,121.966,123.092,128.856,129.735,131.56,129.837,130.884,128.556,130.671,130.763,130.198,131.177,130.749,130.947,130.09,130.496,128.064,127.043,126.561,123.886,119.893,124.585,125.146
CWUS0100SAC      ,CWUS0100SAC      ,"Commodities in Northeast urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,102.3,103.7,105.1,106.2,105.1,104.6,107.5,109.7,110.8,113.6,116.7,118.7,122.3,126.6,128.2,128.8,130.0,131.8,133.2,133.2,133.9,135.8,137.1,138.4,140.8,142.1,143.5,143.5,143.0,143.7,144.9,148.2,151.4,153.2,154.4,153.2,152.4,154.2,155.3,156.3,159.2,162.1,164.6,169.2,171.9,171.9,173.611,177.078,185.039,185.768,177.423,183.075,186.321,187.484,196.373,199.919,202.581,203.165,202.73,201.797,203.102,200.903,194.166,192.623,189.737,190.391,192.621,193.405,197.07,197.468,197.125,197.56,196.253,197.274,205.684,218.034
