index,Index,Label,unit,start,last,1984-S1,1984-S2,1985-S1,1985-S2,1986-S1,1986-S2,1987-S1,1987-S2,1988-S1,1988-S2,1989-S1,1989-S2,1990-S1,1990-S2,1991-S1,1991-S2,1992-S1,1992-S2,1993-S1,1993-S2,1994-S1,1994-S2,1995-S1,1995-S2,1996-S1,1996-S2,1997-S1,1997-S2,1998-S1,1998-S2,1999-S1,1999-S2,2000-S1,2000-S2,2001-S1,2001-S2,2002-S1,2002-S2,2003-S1,2003-S2,2004-S1,2004-S2,2005-S1,2005-S2,2006-S1,2006-S2,2007-S1,2007-S2,2008-S1,2008-S2,2009-S1,2009-S2,2010-S1,2010-S2,2011-S1,2011-S2,2012-S1,2012-S2,2013-S1,2013-S2,2014-S1,2014-S2,2015-S1,2015-S2,2016-S1,2016-S2,2017-S1,2017-S2,2018-S1,2018-S2,2019-S1,2019-S2,2020-S1,2020-S2,2021-S1,2021-S2
CWUS0000SETC     ,CWUS0000SETC     ,"Motor vehicle parts and equipment in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.785,145.93,147.82,148.616,149.349,149.081,151.437,160.756
CWUS0000SETC01   ,CWUS0000SETC01   ,"Tires in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.07,122.444,124.826,125.178,124.777,124.866,127.555,135.922
CWUS0000SETC02   ,CWUS0000SETC02   ,"Vehicle accessories other than tires in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.712,174.029,174.8,176.34,179.284,178.285,179.555,189.488
CWUS0000SETD     ,CWUS0000SETD     ,"Motor vehicle maintenance and repair in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,102.9,104.6,106.0,107.8,109.6,111.5,114.1,116.1,118.7,121.0,123.7,126.1,128.9,131.8,134.7,138.2,140.8,142.9,145.5,147.6,149.8,151.9,153.8,155.9,158.0,160.6,162.7,164.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.702,290.578,296.107,300.904,306.781,311.574,316.974,325.932
CWUS0000SETD01   ,CWUS0000SETD01   ,"Motor vehicle body work in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.775,307.032,311.597,317.533,324.867,330.186,338.646,359.413
CWUS0000SETD02   ,CWUS0000SETD02   ,"Motor vehicle maintenance and servicing in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.68,262.87,269.354,274.8,279.072,282.549,286.98,294.621
CWUS0000SETD03   ,CWUS0000SETD03   ,"Motor vehicle repair in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.675,176.132,177.824,179.317,184.347,188.374,192.052,197.296
CWUS0000SETE     ,CWUS0000SETE     ,"Motor vehicle insurance in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567.996,576.261,577.786,576.473,548.682,551.406,567.611,571.279
CWUS0000SETF     ,CWUS0000SETF     ,"Motor vehicle fees in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.949,187.274,189.236,191.461,193.122,193.851,195.493,196.782
CWUS0000SETF01   ,CWUS0000SETF01   ,"State motor vehicle registration and license fees in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.992,178.662,179.615,182.025,184.825,185.655,186.257,186.499
CWUS0000SETF03   ,CWUS0000SETF03   ,"Parking and other fees in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.217,205.768,209.638,211.553,211.42,211.965,215.224,218.155
CWUS0000SETG     ,CWUS0000SETG     ,"Public transportation in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,104.4,107.0,108.4,111.3,115.7,117.8,120.0,120.9,121.4,123.7,127.1,129.3,137.1,143.7,147.8,145.3,149.9,150.1,160.2,165.7,169.7,165.8,170.6,173.2,176.3,182.9,184.2,184.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.914,262.286,268.216,266.065,243.651,230.239,242.558,240.001
CWUS0000SETG01   ,CWUS0000SETG01   ,"Airline fares in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.931,261.24,270.367,265.795,228.313,209.827,223.39,216.588
CWUS0000SETG02   ,CWUS0000SETG02   ,"Other intercity transportation in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.539,157.383,159.136,155.73,150.286,151.76,162.463,162.041
CWUS0000SETG03   ,CWUS0000SETG03   ,"Intracity transportation in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.487,317.272,319.891,322.754,321.479,309.718,319.226,324.753
CWUS0000SS47014  ,CWUS0000SS47014  ,"Gasoline, unleaded regular in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,98.4,97.2,97.4,100.3,83.1,69.6,76.5,82.1,78.3,80.8,86.0,87.2,89.2,109.0,97.8,96.9,94.0,99.4,96.0,94.1,91.5,99.8,98.2,96.7,102.9,104.9,104.3,103.3,91.2,87.2,89.8,106.2,124.6,130.2,131.8,113.7,109.1,120.3,134.6,133.9,154.1,164.6,176.5,213.5,222.5,218.6,229.752,248.153,293.373,264.14,180.076,222.302,237.475,240.121,304.45,301.309,316.14,308.784,309.186,296.418,305.526,275.533,213.595,205.614,177.829,190.726,203.163,213.233,234.733,238.621,225.44,229.713,190.002,188.102,239.112,279.567
CWUS0000SS47015  ,CWUS0000SS47015  ,"Gasoline, unleaded midgrade in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1993.12=100,1994-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,99.4,107.1,105.2,103.7,109.4,111.3,110.7,109.8,98.2,94.7,96.7,112.7,130.7,136.1,137.4,119.1,115.0,126.4,140.3,139.2,159.0,169.9,181.4,218.6,227.4,223.1,233.763,253.323,298.875,270.34,187.726,229.32,244.446,247.547,310.907,308.479,322.936,317.057,319.034,306.366,318.106,289.158,228.54,225.058,197.761,210.544,223.81,233.583,255.345,261.409,248.736,255.133,217.87,216.211,264.705,306.935
CWUS0000SS47016  ,CWUS0000SS47016  ,"Gasoline, unleaded premium in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,99.3,98.8,99.2,101.0,87.6,75.1,80.4,86.0,83.4,85.8,90.7,92.8,95.1,112.5,102.5,102.0,99.4,104.2,101.3,100.3,97.7,104.6,102.8,101.3,106.2,107.9,107.3,106.3,95.7,92.7,94.6,109.1,125.2,130.5,131.6,115.5,111.3,121.7,134.3,133.9,151.5,162.0,172.3,206.2,214.1,210.9,220.5,238.621,280.045,254.762,179.132,217.353,231.148,233.898,291.405,289.416,302.907,298.187,299.713,290.006,298.027,273.589,221.043,218.863,194.38,206.789,219.313,228.858,249.739,256.177,245.09,251.646,217.104,215.19,258.964,298.509
CWUSN000SAT      ,CWUSN000SAT      ,"Transportation in Size Class B/C, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,98.3,98.6,102.9,107.0,108.5,109.7,106.4,105.3,107.4,109.9,108.4,111.3,113.9,117.4,124.3,126.5,125.8,127.235,131.218,140.354,134.56,118.463,128.266,133.997,135.524,148.35,149.732,152.81,151.866,152.456,151.213,153.079,148.325,138.013,136.984,133.577,135.507,138.95,140.209,145.477,146.689,144.939,145.443,138.066,141.162,154.929,172.501
CWUSN000SAT1     ,CWUSN000SAT1     ,"Private transportation in Size Class B/C, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.8,98.1,98.3,102.6,106.7,108.1,109.4,105.9,105.0,107.2,109.7,108.1,111.1,113.8,117.3,124.3,126.4,125.7,127.135,131.089,140.242,134.165,118.058,127.971,133.769,135.249,148.156,149.532,152.606,151.672,152.261,151.113,152.914,148.176,137.492,136.482,132.857,135.072,138.386,139.909,145.223,146.602,144.657,145.278,138.214,141.75,155.625,173.895
CWUSN000SATCLTB  ,CWUSN000SATCLTB  ,"Transportation commodities less motor fuel in Size Class B/C, urban wage earners and clerical workers, not seasonally adjusted",Index base: 2009.12=100,2010-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.176,102.12,103.782,106.242,106.486,106.519,106.613,107.123,106.829,106.386,106.6,106.482,106.486,104.719,104.768,103.042,103.829,103.566,104.687,104.354,104.207,109.238,116.191,131.677
CWUSN000SETA     ,CWUSN000SETA     ,"New and used motor vehicles in Size Class B/C, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.1,100.5,100.1,101.1,101.2,101.4,102.4,101.6,100.1,99.0,97.6,93.7,91.6,92.3,93.9,94.2,94.7,93.9,92.833,92.679,92.736,90.149,88.793,91.901,95.368,96.185,97.491,99.724,99.748,99.706,99.809,100.477,100.228,99.834,100.076,99.903,100.002,98.399,98.454,97.07,97.994,97.939,98.688,98.343,97.954,102.812,109.277,123.875
CWUSN000SETA01   ,CWUSN000SETA01   ,"New vehicles in Size Class B/C, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.9,99.4,99.9,99.4,99.8,99.0,99.6,99.0,98.4,97.4,96.6,95.2,95.6,94.6,96.5,95.5,96.9,95.6,95.716,94.642,94.845,92.863,94.251,95.643,96.964,96.414,98.691,99.134,100.536,100.763,101.821,101.44,101.626,101.484,102.775,102.664,103.608,103.209,104.773,102.876,103.463,102.994,104.011,103.304,104.179,105.299,106.703,113.963
CWUSN000SETA02   ,CWUSN000SETA02   ,"Used cars and trucks in Size Class B/C, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.5,102.6,100.4,104.4,103.5,105.4,107.2,106.1,102.8,101.4,99.5,92.7,88.4,91.4,93.2,94.7,94.4,94.0,90.649,92.075,92.015,88.003,82.424,88.257,95.274,97.539,98.259,102.412,101.277,101.03,100.341,101.85,101.141,100.433,99.642,99.572,98.728,95.818,94.484,92.985,93.893,93.644,94.736,94.667,93.576,101.829,113.07,134.43
CWUSN000SETB     ,CWUSN000SETB     ,"Motor fuel in Size Class B/C, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.2,88.7,90.0,107.3,125.3,129.9,130.6,112.7,109.2,120.0,133.1,132.5,152.7,163.5,175.4,211.8,220.1,216.4,226.762,247.456,293.051,264.729,179.88,220.049,236.671,238.832,301.8,299.644,312.665,305.723,306.158,295.725,304.181,275.919,211.41,201.981,176.275,189.559,201.044,210.827,230.494,234.857,220.513,224.605,186.791,185.226,234.388,273.366
CWUSN000SETB01   ,CWUSN000SETB01   ,"Gasoline (all types) in Size Class B/C, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.2,88.7,90.1,107.3,125.3,129.9,130.7,112.6,109.2,120.2,133.2,132.7,153.1,163.8,175.7,212.2,220.6,216.8,227.243,247.926,292.959,263.919,180.47,221.36,237.868,239.807,303.171,300.619,313.761,306.509,306.987,296.419,304.735,276.208,211.479,202.492,176.654,189.905,201.407,211.17,230.819,234.975,220.617,224.823,186.597,185.496,234.898,274.002
CWUSN000SETE     ,CWUSN000SETE     ,"Motor vehicle insurance in Size Class B/C, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,2017-S02,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.096,221.817,225.499,226.3,225.171,212.172,211.037,220.037,221.191
CWUSN000SS47014  ,CWUSN000SS47014  ,"Gasoline, unleaded regular in Size Class B/C, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.9,88.1,89.8,107.9,126.8,131.3,132.3,113.4,109.9,121.2,135.1,134.7,155.8,166.9,179.2,217.0,225.7,221.8,232.869,254.017,300.355,270.417,183.426,225.89,242.869,244.752,310.485,307.664,321.383,313.321,313.404,302.155,310.885,280.89,213.771,203.757,177.016,190.456,202.061,212.02,232.007,235.9,221.179,225.165,185.784,184.75,235.727,275.363
CWUSN000SS47015  ,CWUSN000SS47015  ,"Gasoline, unleaded midgrade in Size Class B/C, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.2,89.1,90.0,106.7,124.0,128.5,128.9,111.1,107.9,118.7,131.1,130.4,149.9,160.4,171.8,207.1,215.4,211.3,221.124,241.498,285.155,256.663,177.931,216.629,232.608,234.88,295.162,293.003,305.385,299.427,301.299,290.708,299.435,273.094,211.832,207.093,183.523,195.858,208.264,217.409,237.53,242.953,229.294,235.0,200.436,199.438,245.184,284.499
CWUSN000SS47016  ,CWUSN000SS47016  ,"Gasoline, unleaded premium in Size Class B/C, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.7,90.0,90.9,106.1,122.0,126.7,127.0,110.7,107.5,117.5,129.1,128.6,146.6,156.6,167.1,199.9,207.2,203.9,212.956,232.316,273.158,247.533,173.709,210.414,225.583,227.52,283.704,282.051,293.87,289.318,290.535,283.01,290.134,267.475,211.481,207.534,185.218,198.536,209.695,218.973,237.049,243.197,230.694,236.563,204.197,202.516,243.858,281.649
CWUSS000SAT      ,CWUSS000SAT      ,"Transportation in Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1986.12=100,1987-S01,2021-S03,,,,,,,102.9,106.0,106.6,109.1,112.7,113.7,116.0,122.3,121.4,122.5,123.7,126.9,128.3,129.9,131.0,135.2,137.7,138.1,141.3,142.8,143.4,142.6,140.2,139.8,140.6,145.0,150.5,153.0,154.9,151.1,150.2,153.3,157.5,156.0,160.4,163.7,168.3,177.7,180.8,179.4,181.488,186.093,198.304,191.209,170.37,184.125,191.124,193.791,212.435,214.143,219.47,218.727,220.414,217.359,220.318,212.729,199.462,198.119,192.442,194.73,199.642,202.22,211.135,212.411,210.943,211.996,200.36,202.182,221.083,242.496
CWUSS000SAT1     ,CWUSS000SAT1     ,"Private transportation in Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1986.12=100,1987-S01,2021-S03,,,,,,,103.1,106.5,107.1,109.8,113.3,114.3,116.2,122.7,121.4,122.9,123.8,127.3,128.2,129.6,130.5,135.3,137.7,138.1,141.2,142.4,143.0,142.2,139.5,139.1,139.7,144.3,149.8,152.3,154.3,150.3,149.2,152.6,156.9,155.1,159.7,163.3,167.9,177.4,180.5,179.1,181.228,185.892,198.265,190.363,169.331,183.376,190.49,193.001,212.154,213.882,219.548,218.662,219.791,216.542,219.562,211.889,197.874,196.702,190.502,193.317,198.161,201.342,210.584,212.318,210.471,211.581,200.142,202.964,223.001,246.47
CWUSS000SATCLTB  ,CWUSS000SATCLTB  ,"Transportation commodities less motor fuel in Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 2009.12=100,2010-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.862,102.018,103.78,106.573,106.71,106.636,106.795,106.708,106.912,106.371,106.442,105.842,106.017,104.166,103.875,102.307,103.174,103.003,104.074,103.325,103.415,106.855,113.637,127.669
CWUSS000SETA     ,CWUSS000SETA     ,"New and used motor vehicles in Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.4,99.7,100.6,101.0,101.6,102.3,101.3,99.9,98.9,97.9,94.9,93.7,94.0,95.3,95.3,95.6,94.9,93.85,94.03,93.956,91.998,91.215,93.793,96.591,97.366,98.77,101.136,100.836,100.643,100.669,100.536,100.486,99.933,99.972,99.441,99.765,98.105,97.642,96.35,97.237,97.154,97.748,96.852,96.528,99.635,106.061,118.521
CWUSS000SETA01   ,CWUSS000SETA01   ,"New vehicles in Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1986.12=100,1987-S01,2021-S03,,,,,,,99.5,100.5,101.4,102.6,104.5,104.4,106.4,106.2,110.2,110.8,113.6,114.2,116.4,117.8,121.0,122.2,124.2,124.4,126.6,127.3,128.5,127.1,127.3,126.3,126.3,125.4,126.3,125.4,125.5,124.5,123.6,122.4,121.9,120.4,121.1,119.6,121.5,119.4,120.8,119.5,119.827,119.099,118.873,116.411,117.759,119.378,120.645,120.531,123.325,125.088,126.16,126.05,127.634,127.119,128.367,127.805,128.635,127.597,128.388,127.409,128.084,125.92,126.956,126.742,127.869,126.242,127.141,126.357,130.313,139.835
