index,Index,Label,unit,start,last,1984-S1,1984-S2,1985-S1,1985-S2,1986-S1,1986-S2,1987-S1,1987-S2,1988-S1,1988-S2,1989-S1,1989-S2,1990-S1,1990-S2,1991-S1,1991-S2,1992-S1,1992-S2,1993-S1,1993-S2,1994-S1,1994-S2,1995-S1,1995-S2,1996-S1,1996-S2,1997-S1,1997-S2,1998-S1,1998-S2,1999-S1,1999-S2,2000-S1,2000-S2,2001-S1,2001-S2,2002-S1,2002-S2,2003-S1,2003-S2,2004-S1,2004-S2,2005-S1,2005-S2,2006-S1,2006-S2,2007-S1,2007-S2,2008-S1,2008-S2,2009-S1,2009-S2,2010-S1,2010-S2,2011-S1,2011-S2,2012-S1,2012-S2,2013-S1,2013-S2,2014-S1,2014-S2,2015-S1,2015-S2,2016-S1,2016-S2,2017-S1,2017-S2,2018-S1,2018-S2,2019-S1,2019-S2,2020-S1,2020-S2,2021-S1,2021-S2
CWUS0000SA311    ,CWUS0000SA311    ,"Apparel less footwear in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.679,116.158,115.964,114.376,110.469,107.189,110.29,111.609
CWUS0000SAA      ,CWUS0000SAA      ,"Apparel in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,100.8,103.2,103.8,106.1,104.7,106.9,108.7,112.0,113.4,116.5,117.4,118.4,122.1,124.2,126.3,128.5,130.2,131.2,132.5,132.3,132.9,131.6,131.1,130.6,131.8,130.0,132.6,131.5,131.8,131.4,130.5,129.6,129.1,127.5,127.7,124.6,124.2,122.0,120.4,119.6,120.5,119.5,120.1,118.2,119.2,119.0,119.224,117.812,118.921,118.549,119.753,119.94,119.242,118.225,119.236,123.351,125.284,126.29,126.474,127.099,126.471,126.772,125.529,125.134,125.575,125.123,125.363,124.411,126.418,124.33,124.178,123.204,119.267,116.352,119.738,121.603
CWUS0000SAA1     ,CWUS0000SAA1     ,"Men's and boys' apparel in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,100.9,103.6,103.8,106.3,105.2,106.5,107.2,109.7,111.0,114.6,115.2,117.1,118.3,120.4,122.1,124.2,125.4,125.9,126.5,127.0,125.1,126.5,125.9,125.9,127.4,127.5,129.1,130.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.212,119.199,120.161,119.889,116.516,113.144,116.747,119.545
CWUS0000SAA2     ,CWUS0000SAA2     ,"Women's and girls' apparel in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,99.3,102.9,103.1,106.8,101.9,105.7,108.0,112.7,113.3,115.7,115.4,115.6,120.7,122.4,124.9,127.2,128.5,129.3,131.1,129.8,131.2,127.2,126.2,124.6,125.5,121.6,126.4,123.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.748,106.887,106.026,103.935,99.923,96.267,99.059,98.959
CWUS0000SEAA     ,CWUS0000SEAA     ,"Men's apparel in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.208,123.564,124.027,123.888,122.523,117.952,121.239,124.364
CWUS0000SEAA01   ,CWUS0000SEAA01   ,"Men's suits, sport coats, and outerwear in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.38,109.828,113.403,114.505,102.047,91.092,89.953,97.418
CWUS0000SEAA02   ,CWUS0000SEAA02   ,"Men's furnishings in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.139,159.001,155.391,158.174,162.582,163.961,162.143,171.517
CWUS0000SEAA03   ,CWUS0000SEAA03   ,"Men's shirts and sweaters in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.798,78.994,78.738,77.778,74.245,70.802,71.0,73.514
CWUS0000SEAA04   ,CWUS0000SEAA04   ,"Men's pants and shorts in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.776,117.935,120.822,118.954,123.424,117.712,131.506,126.547
CWUS0000SEAB     ,CWUS0000SEAB     ,"Boys' apparel in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.469,105.0,107.127,106.542,97.284,97.367,101.792,103.612
CWUS0000SEAC     ,CWUS0000SEAC     ,"Women's apparel in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.955,109.622,108.56,105.828,100.521,95.787,98.49,99.208
CWUS0000SEAC01   ,CWUS0000SEAC01   ,"Women's outerwear in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.256,105.298,103.647,104.578,91.196,92.354,92.594,99.69
CWUS0000SEAC02   ,CWUS0000SEAC02   ,"Women's dresses in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.667,117.513,112.392,105.734,93.536,87.607,90.919,97.781
CWUS0000SEAC03   ,CWUS0000SEAC03   ,"Women's suits and separates in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.722,76.978,76.944,74.461,70.854,67.227,69.404,68.062
CWUS0000SEAC04   ,CWUS0000SEAC04   ,"Women's underwear, nightwear, sportswear and accessories in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.915,106.215,105.786,105.815,104.995,99.981,102.314,103.795
CWUS0000SEAD     ,CWUS0000SEAD     ,"Girls' apparel in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.269,96.211,96.115,96.463,97.203,96.97,100.02,97.343
CWUS0000SEAE     ,CWUS0000SEAE     ,"Footwear in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,100.7,101.8,102.4,102.5,101.5,102.7,104.6,106.5,108.3,112.5,114.1,115.3,117.2,118.9,120.4,122.3,124.7,126.1,126.5,126.5,128.1,125.6,126.2,126.2,127.6,127.6,128.1,129.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.904,138.593,138.608,139.92,136.46,135.023,139.008,142.479
CWUS0000SEAE01   ,CWUS0000SEAE01   ,"Men's footwear in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.629,139.415,138.411,139.138,136.045,136.267,141.343,143.254
CWUS0000SEAE02   ,CWUS0000SEAE02   ,"Boys' and girls' footwear in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.619,155.723,156.094,159.057,154.938,150.241,155.466,160.178
CWUS0000SEAE03   ,CWUS0000SEAE03   ,"Women's footwear in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.315,126.476,127.077,127.841,124.503,123.473,125.598,129.803
CWUS0000SEAF     ,CWUS0000SEAF     ,"Infants' and toddlers' apparel in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,101.7,103.5,106.5,108.3,114.4,112.6,113.4,114.7,117.0,120.3,124.0,121.1,127.6,129.1,130.6,131.9,130.8,132.5,129.3,128.4,127.3,131.4,126.5,129.8,133.1,128.4,131.8,128.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.976,124.606,124.187,121.232,115.081,115.438,114.237,119.859
CWUS0000SEAG     ,CWUS0000SEAG     ,"Jewelry and watches in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1986.12=100,2018-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.02,165.308,165.728,163.533,161.608,159.986,169.036,170.774
CWUS0000SEAG01   ,CWUS0000SEAG01   ,"Watches in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1986.12=100,2018-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.85,129.833,130.375,128.519,131.649,130.348,128.141,128.198
CWUS0000SEAG02   ,CWUS0000SEAG02   ,"Jewelry in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1986.12=100,2018-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.146,169.915,170.227,168.044,163.429,161.778,176.137,178.633
CWUSN000SAA      ,CWUSN000SAA      ,"Apparel in Size Class B/C, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.6,100.4,100.9,98.9,98.5,96.7,97.9,95.8,95.3,93.1,91.9,90.4,92.7,91.0,90.6,87.7,89.4,87.7,88.579,87.651,89.27,88.583,90.601,89.055,88.001,86.688,87.158,90.129,91.892,92.848,93.689,94.094,93.391,93.795,92.933,92.33,92.557,92.477,92.384,91.89,94.252,92.293,92.614,92.025,89.131,86.268,88.984,90.209
CWUSS000SAA      ,CWUSS000SAA      ,"Apparel in Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1986.12=100,1987-S01,2021-S03,,,,,,,102.3,105.9,106.4,109.0,109.8,110.4,114.3,116.2,117.6,119.8,120.6,122.0,123.7,123.0,123.9,121.5,121.5,120.0,121.4,119.2,121.7,120.6,121.2,120.6,118.8,119.0,118.6,117.5,116.5,113.7,113.4,111.8,110.2,110.4,110.3,110.2,111.4,110.4,110.8,111.5,111.384,110.005,111.039,111.117,111.323,112.72,112.589,112.196,113.838,117.242,119.081,120.108,119.703,119.927,119.318,119.432,118.155,118.082,118.807,117.854,118.207,117.753,118.909,117.56,116.754,115.627,111.866,110.224,113.103,115.121
