index,Index,Label,unit,start,last,1984-S1,1984-S2,1985-S1,1985-S2,1986-S1,1986-S2,1987-S1,1987-S2,1988-S1,1988-S2,1989-S1,1989-S2,1990-S1,1990-S2,1991-S1,1991-S2,1992-S1,1992-S2,1993-S1,1993-S2,1994-S1,1994-S2,1995-S1,1995-S2,1996-S1,1996-S2,1997-S1,1997-S2,1998-S1,1998-S2,1999-S1,1999-S2,2000-S1,2000-S2,2001-S1,2001-S2,2002-S1,2002-S2,2003-S1,2003-S2,2004-S1,2004-S2,2005-S1,2005-S2,2006-S1,2006-S2,2007-S1,2007-S2,2008-S1,2008-S2,2009-S1,2009-S2,2010-S1,2010-S2,2011-S1,2011-S2,2012-S1,2012-S2,2013-S1,2013-S2,2014-S1,2014-S2,2015-S1,2015-S2,2016-S1,2016-S2,2017-S1,2017-S2
CWUSA421AA0      ,CWUSA421AA0      ,"All items - old base in Los Angeles-Riverside-Orange County, CA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1967=100,1984-S01,2017-S03,300.0,303.8,311.1,318.5,321.7,325.7,333.4,340.1,347.6,355.6,365.0,373.1,384.6,395.0,401.8,408.4,416.4,422.6,428.0,430.3,433.3,435.6,441.5,441.5,447.9,451.1,454.8,457.1,459.6,462.6,469.4,473.7,482.8,491.0,500.8,505.0,513.7,520.7,531.7,533.9,546.4,556.4,568.1,583.7,596.6,603.1,616.187,623.036,642.581,644.541,631.793,640.505,644.266,646.816,664.687,665.626,676.386,680.979,686.433,686.211,695.092,695.514,695.647,703.076,707.498,711.877,723.75,734.521
CWUSA421SA0      ,CWUSA421SA0      ,"All items in Los Angeles-Riverside-Orange County, CA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2017-S03,101.5,102.8,105.3,107.8,108.9,110.2,112.8,115.1,117.6,120.3,123.5,126.3,130.1,133.7,136.0,138.2,140.9,143.0,144.8,145.6,146.6,147.4,149.4,149.4,151.6,152.6,153.9,154.7,155.5,156.5,158.8,160.3,163.4,166.1,169.5,170.9,173.8,176.2,179.9,180.7,184.9,188.3,192.2,197.5,201.9,204.1,208.502,210.82,217.433,218.096,213.783,216.73,218.004,218.866,224.913,225.231,228.872,230.426,232.271,232.197,235.201,235.344,235.389,237.903,239.399,240.881,244.899,248.543
CWUSA421SA0E     ,CWUSA421SA0E     ,"Energy in Los Angeles-Riverside-Orange County, CA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2017-S03,100.1,100.5,101.4,101.2,92.0,84.0,87.1,89.6,88.1,93.2,97.1,97.4,99.1,115.2,106.3,108.8,111.5,119.2,118.7,116.7,114.3,119.5,119.5,114.9,118.9,114.7,116.5,122.0,107.2,106.2,112.5,116.9,126.8,137.0,147.2,136.0,139.0,146.8,164.8,154.3,172.1,179.0,187.3,213.6,231.2,227.4,240.495,239.796,281.166,256.314,196.792,234.615,241.849,244.69,286.583,281.007,297.964,293.175,301.869,288.936,299.303,277.875,257.828,257.157,231.846,235.833,244.07,248.535
CWUSA421SA0L1E   ,CWUSA421SA0L1E   ,"All items less food and energy in Los Angeles-Riverside-Orange County, CA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2017-S03,101.5,102.9,105.8,109.2,111.6,114.2,116.8,119.6,122.7,125.0,128.0,131.1,135.0,137.7,140.9,143.6,146.2,147.9,149.8,150.7,151.9,152.0,153.9,154.2,156.2,157.2,158.1,158.4,160.4,161.6,163.5,165.2,167.8,169.6,171.9,174.4,177.2,179.3,181.5,182.7,185.8,189.2,193.0,196.5,200.3,203.2,206.466,209.088,212.221,214.6,215.223,215.636,216.088,216.688,218.686,218.787,221.143,223.544,224.755,225.962,228.214,229.867,231.75,234.717,239.093,240.753,244.576,248.447
CWUSA421SA0L2    ,CWUSA421SA0L2    ,"All items less shelter in Los Angeles-Riverside-Orange County, CA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2017-S03,102.6,104.5,106.2,107.9,108.4,108.8,111.2,113.3,115.4,118.1,121.6,123.5,127.3,130.7,133.0,135.5,138.4,141.1,143.1,144.5,145.6,146.7,149.3,149.2,151.8,152.5,154.0,154.4,154.5,155.0,157.0,158.0,161.0,163.7,166.7,166.4,168.3,169.9,173.2,172.5,176.2,178.3,181.1,185.9,189.5,190.0,192.665,193.824,201.412,200.62,194.049,198.954,201.264,201.992,210.165,210.229,214.099,214.98,216.689,215.176,218.335,216.419,214.202,215.497,214.751,213.909,216.697,219.122
CWUSA421SA0L5    ,CWUSA421SA0L5    ,"All items  less medical care in Los Angeles-Riverside-Orange County, CA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2017-S03,101.4,102.6,104.9,107.4,108.3,109.5,112.0,114.2,116.6,119.2,122.4,125.0,128.8,132.2,134.3,136.3,138.9,140.8,142.4,143.0,143.9,144.7,146.6,146.5,148.5,149.5,150.8,151.6,152.4,153.3,155.6,157.0,160.0,162.8,165.9,167.2,170.0,172.3,176.0,176.6,180.8,184.1,187.9,193.1,197.4,199.5,203.836,206.116,212.584,213.191,208.616,211.472,212.627,213.413,219.34,219.531,223.017,224.416,226.305,226.049,229.007,229.13,229.112,231.328,232.149,233.311,237.412,240.894
CWUSA421SA0LE    ,CWUSA421SA0LE    ,"All items less energy in Los Angeles-Riverside-Orange County, CA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2017-S03,101.7,103.0,105.6,108.4,110.7,113.1,116.0,118.2,121.1,123.6,126.8,129.8,133.8,136.3,139.6,141.8,144.5,146.2,148.2,149.2,150.6,151.0,153.2,153.5,155.6,157.1,158.4,158.7,161.0,162.2,164.1,165.4,167.8,169.9,172.7,175.3,178.0,179.8,182.1,183.9,187.0,190.1,193.7,197.0,200.4,203.1,206.856,209.445,213.061,215.968,216.479,216.381,217.136,217.83,220.759,221.597,224.013,226.157,227.388,228.488,230.856,232.947,234.805,237.622,241.521,242.799,246.484,250.082
CWUSA421SAA      ,CWUSA421SAA      ,"Apparel in Los Angeles-Riverside-Orange County, CA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2017-S03,100.2,102.5,103.0,107.0,106.9,107.5,111.1,112.8,114.9,113.1,118.3,119.2,126.7,125.4,128.8,132.9,134.8,132.4,132.3,132.5,131.1,128.9,129.0,124.7,128.0,124.0,123.2,118.7,124.4,118.9,118.9,115.5,116.7,116.0,114.6,108.8,109.1,108.3,106.8,105.1,107.1,104.1,104.4,105.7,105.9,104.5,104.596,103.675,105.83,105.51,106.255,106.042,106.938,104.178,109.354,106.604,108.591,109.468,109.435,105.96,108.783,107.485,104.662,105.153,107.814,103.887,103.287,102.521
CWUSA421SAC      ,CWUSA421SAC      ,"Commodities in Los Angeles-Riverside-Orange County, CA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2017-S03,102.1,102.6,103.8,104.2,103.7,102.6,105.5,106.6,108.2,110.3,114.3,115.4,119.3,122.3,124.0,125.9,129.2,131.4,132.6,132.8,133.2,134.3,136.0,135.9,138.9,138.8,140.2,140.0,140.3,140.5,142.8,143.3,146.0,148.2,150.5,148.8,150.5,150.8,153.9,153.0,156.4,157.1,159.6,164.0,166.4,166.0,169.005,169.61,177.187,175.151,167.028,172.046,173.922,174.198,183.494,183.571,187.782,187.009,187.344,184.236,186.81,183.225,180.593,180.766,177.484,175.673,178.273,179.98
CWUSA421SACL1    ,CWUSA421SACL1    ,"Commodities less food in Los Angeles-Riverside-Orange County, CA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2017-S03,102.0,102.1,103.3,103.5,101.6,98.9,101.2,103.0,104.3,105.8,109.7,110.3,113.4,117.4,117.9,120.7,124.0,126.5,126.9,126.5,126.3,127.0,127.9,127.4,130.7,128.7,129.4,128.6,127.9,127.2,129.8,130.8,133.8,135.3,136.4,132.5,133.6,133.8,136.9,133.4,136.4,137.0,139.5,144.4,147.3,146.0,147.729,147.538,155.246,150.69,140.312,147.732,149.535,149.415,159.794,157.999,162.985,161.384,161.242,156.37,158.338,151.871,147.726,147.226,142.325,140.007,142.374,143.796
