index,Index,Label,unit,start,last,1984-S1,1984-S2,1985-S1,1985-S2,1986-S1,1986-S2,1987-S1,1987-S2,1988-S1,1988-S2,1989-S1,1989-S2,1990-S1,1990-S2,1991-S1,1991-S2,1992-S1,1992-S2,1993-S1,1993-S2,1994-S1,1994-S2,1995-S1,1995-S2,1996-S1,1996-S2,1997-S1,1997-S2,1998-S1,1998-S2,1999-S1,1999-S2,2000-S1,2000-S2,2001-S1,2001-S2,2002-S1,2002-S2,2003-S1,2003-S2,2004-S1,2004-S2,2005-S1,2005-S2,2006-S1,2006-S2,2007-S1,2007-S2,2008-S1,2008-S2,2009-S1,2009-S2,2010-S1,2010-S2,2011-S1,2011-S2,2012-S1,2012-S2,2013-S1,2013-S2,2014-S1,2014-S2,2015-S1,2015-S2,2016-S1,2016-S2,2017-S1,2017-S2,2018-S1,2018-S2,2019-S1,2019-S2,2020-S1,2020-S2,2021-S1
CWUS0000SAH      ,CWUS0000SAH      ,"Housing in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S01,100.7,103.8,105.4,107.8,109.1,110.3,111.7,113.9,115.6,118.1,119.9,122.6,124.8,128.0,130.2,132.3,134.0,135.9,137.6,139.5,141.2,142.8,144.4,146.5,148.5,150.7,152.6,154.3,155.7,157.7,159.0,161.0,163.6,167.3,171.2,173.0,174.6,176.9,179.5,181.3,183.5,186.4,189.1,193.3,196.9,200.1,203.40200000000002,206.188,210.024,213.65400000000002,213.21400000000003,213.075,212.648,213.112,214.60299999999998,217.016,218.24400000000003,220.33,222.734,225.25099999999998,228.605,231.188,233.225,235.77200000000002,238.15400000000002,242.18,245.665,249.22099999999998,252.887,256.372,260.168,263.653,266.574,269.38599999999997,273.036
CWUS0000SAH1     ,CWUS0000SAH1     ,"Shelter in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S01,99.9,103.6,105.9,109.3,112.2,114.9,117.3,120.2,122.9,125.7,128.1,131.6,134.5,138.7,141.2,143.8,146.2,148.3,150.6,152.6,155.1,157.4,159.9,162.5,165.0,167.4,169.9,172.5,175.2,178.1,180.5,182.7,185.9,188.9,192.6,196.4,200.5,203.2,205.9,207.9,210.9,213.4,216.3,218.6,222.5,227.1,231.387,234.609,237.91400000000002,240.343,242.55700000000002,242.71599999999998,242.041,242.578,244.325,246.726,249.549,252.206,255.206,258.302,262.10400000000004,265.835,269.85,274.267,278.69,283.736,288.296,293.093,298.1090000000001,302.877,308.274,313.32099999999997,317.506,320.286,323.848
CWUS0000SAH2     ,CWUS0000SAH2     ,"Fuels and utilities in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S01,103.5,106.1,105.6,107.3,104.9,103.0,101.8,103.7,103.0,105.3,106.5,108.5,110.0,112.4,114.1,115.8,116.3,118.7,119.8,122.5,122.2,122.8,122.5,124.0,125.6,128.8,130.0,131.0,128.1,128.6,126.6,130.7,132.4,142.3,151.6,147.5,141.0,144.8,151.7,156.1,157.3,165.1,168.9,187.0,192.9,193.3,196.268,201.459,211.709,224.058,209.77900000000002,209.412,211.399,214.37,216.391,221.326,216.1,218.699,221.40599999999998,225.81799999999998,232.092,233.958,229.815,228.107,224.609,230.683,233.68099999999998,237.859,238.709,240.75900000000001,240.144,241.263,240.358,244.22,251.549
CWUS0000SAH21    ,CWUS0000SAH21    ,"Household energy in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S01,102.6,105.3,104.0,105.0,100.8,97.5,96.0,98.1,96.4,99.0,99.3,101.8,102.5,105.1,105.5,106.6,106.0,109.1,109.2,112.2,110.7,111.6,109.9,111.7,112.8,116.6,117.0,117.6,113.2,113.4,110.9,115.1,116.6,127.0,136.6,131.8,124.2,128.0,135.0,139.0,139.4,147.0,150.2,169.2,174.6,174.3,176.68,181.382,191.53599999999997,203.53900000000002,187.108,185.34900000000002,186.215,188.329,189.33900000000003,193.705,186.555,187.983,189.861,193.801,199.775,200.59,194.77599999999998,191.768,186.872,192.604,194.738,198.56400000000002,198.43099999999998,199.457,198.023,198.417,196.44400000000002,199.592,206.351
CWUS0000SAH3     ,CWUS0000SAH3     ,"Household furnishings and operations in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S01,101.5,102.2,103.5,103.9,104.7,105.4,106.5,107.0,108.1,109.7,110.2,111.0,112.1,112.9,114.8,115.5,116.6,117.2,117.7,118.4,119.4,120.0,121.2,122.3,123.1,123.4,123.9,123.8,125.0,125.0,124.9,124.6,125.1,125.8,125.9,125.7,125.0,123.9,122.7,121.1,121.3,121.0,122.0,121.7,122.5,122.7,122.869,122.085,122.98,124.29,125.205,124.06,122.50200000000001,120.609,120.815,121.40299999999999,122.04299999999999,121.525,121.471,120.096,119.45299999999999,118.416,118.262,117.412,117.179,115.99600000000001,116.13,114.79899999999999,116.012,116.32600000000001,117.973,118.025,119.286,121.34899999999999,122.88600000000001
CWUS0000SAH31    ,CWUS0000SAH31    ,"Household furnishings and supplies in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 2009.12=100,2010-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.399,97.649,97.78399999999999,98.223,98.632,98.052,97.944,96.54,95.837,94.62899999999999,94.33200000000001,93.26899999999999,92.85799999999999,91.632,91.59200000000001,90.19200000000001,90.81299999999999,90.84299999999999,92.00200000000001,91.64299999999999,92.684,94.33,95.241
CWUS0000SEHA     ,CWUS0000SEHA     ,"Rent of primary residence in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S01,103.7,106.8,109.9,113.5,116.6,119.8,121.8,124.2,126.3,128.7,130.9,133.8,136.2,139.6,141.7,144.0,145.7,147.4,149.1,150.9,152.7,154.7,156.5,158.4,160.5,162.8,165.0,167.7,170.2,173.2,175.8,178.4,181.7,185.2,189.3,193.7,197.6,200.4,203.5,205.9,208.7,211.7,214.9,218.1,221.8,226.7,231.736,235.875,240.209,244.18400000000003,247.315,247.487,247.465,247.984,250.425,253.28900000000002,256.732,259.98,263.737,267.295,271.431,276.05400000000003,280.777,286.059,291.0440000000001,296.717,302.125,307.8590000000001,313.159,318.824,324.64,330.834,336.226,339.80300000000005,342.833
CWUS0000SEHB     ,CWUS0000SEHB     ,"Lodging away from home in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.252,163.284,173.625,168.74200000000005,159.096,148.326,159.233
CWUS0000SEHB01   ,CWUS0000SEHB01   ,"Housing at school, excluding board in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556.303,566.249,570.349,578.225,581.835,590.025,593.183
CWUS0000SEHB02   ,CWUS0000SEHB02   ,"Other lodging away from home including hotels and motels in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.0,330.0540000000001,354.35,341.8280000000001,317.193,293.286,316.911
CWUS0000SEHC     ,CWUS0000SEHC     ,"Owners' equivalent rent of residences in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1984.12=100,1985-S01,2021-S01,,,101.4,104.7,107.5,110.0,112.3,115.2,118.0,121.1,123.4,127.0,129.8,134.0,135.7,138.4,140.7,142.9,145.2,147.4,149.8,152.5,154.8,157.7,160.0,162.4,164.5,167.2,169.7,172.6,174.7,176.7,179.5,182.2,185.5,189.6,193.6,196.6,198.8,200.6,203.0,205.2,207.6,210.0,213.6,218.4,221.748,224.60299999999998,227.614,229.90200000000002,232.261,232.738,232.235,232.687,234.082,236.21200000000002,238.645,241.048,243.57299999999998,246.487,249.78400000000002,252.97400000000002,256.434,260.512,264.389,269.263,273.22,277.772,282.20599999999996,286.8590000000001,291.55,296.403,300.681,303.725,307.012
CWUS0000SEHC01   ,CWUS0000SEHC01   ,"Owners' equivalent rent of primary residence in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1984.12=100,1985-S01,2021-S01,,,101.4,104.7,107.5,110.0,112.3,115.2,118.0,121.1,123.4,127.0,129.8,134.0,135.7,138.4,140.7,142.9,145.2,147.4,149.8,152.5,154.8,157.7,160.0,162.4,164.5,167.2,169.7,172.6,174.7,176.7,179.5,182.2,185.5,189.6,193.6,196.6,198.8,200.6,203.0,205.2,207.6,210.0,213.6,218.4,221.748,224.60299999999998,227.614,229.90200000000002,232.261,232.738,232.235,232.688,234.079,236.204,238.638,241.043,243.56799999999998,246.482,249.782,252.968,256.425,260.498,264.376,269.259,273.222,277.784,282.228,286.884,291.578,296.433,300.712,303.751,307.039
CWUS0000SEHD     ,CWUS0000SEHD     ,"Tenants' and household insurance in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.683,153.424,153.33700000000005,153.62,152.774,152.763,152.553
CWUS0000SEHE     ,CWUS0000SEHE     ,"Fuel oil and other fuels in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S01,101.6,97.2,96.0,95.8,85.1,70.5,76.9,78.4,80.0,75.9,81.0,81.9,93.6,104.2,98.2,90.7,90.5,90.7,91.9,88.6,90.2,87.2,88.7,87.3,98.2,99.8,104.3,94.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.506,289.25,278.796,272.514,239.452,225.31,284.707
CWUS0000SEHE01   ,CWUS0000SEHE01   ,"Fuel oil in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S01,101.0,96.0,94.8,94.5,82.3,66.3,75.0,77.1,78.9,73.1,80.3,81.0,92.6,105.5,97.3,88.1,88.0,88.5,89.3,85.8,87.4,84.3,85.8,84.3,96.9,97.8,102.1,92.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.9770000000001,303.719,286.286,284.498,230.358,212.797,276.49
CWUS0000SEHE02   ,CWUS0000SEHE02   ,"Propane, kerosene, and firewood in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1986.12=100,1987-S01,2021-S01,,,,,,,101.4,101.4,103.1,102.0,103.3,104.8,119.9,127.3,125.3,120.1,119.7,119.1,121.7,118.1,119.9,116.6,118.5,117.2,126.3,130.1,136.3,126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.649,330.675,329.20099999999996,314.214,312.624,301.6,366.82599999999996
CWUS0000SEHF     ,CWUS0000SEHF     ,"Energy services in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S01,102.9,107.8,106.4,107.8,105.6,105.7,102.5,104.8,102.6,106.2,105.8,108.7,108.1,109.8,111.0,113.2,112.5,116.1,116.1,120.0,118.0,119.4,117.3,119.6,119.4,123.7,123.7,125.5,120.5,121.2,118.3,122.4,122.0,133.1,143.5,139.4,131.4,135.4,141.6,146.7,146.2,153.5,155.8,175.0,180.5,180.0,182.62900000000002,186.084,193.47799999999998,207.05200000000002,193.138,190.824,190.377,192.726,191.167,195.87099999999998,187.87099999999998,189.97,191.82299999999998,196.104,201.53599999999997,203.644,198.89,196.842,192.157,198.014,199.56400000000002,203.519,202.195,203.233,202.00599999999997,202.601,201.33,205.015,210.63400000000001
CWUS0000SEHF01   ,CWUS0000SEHF01   ,"Electricity in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S01,101.8,108.7,107.1,110.8,109.3,111.8,107.8,112.2,109.1,113.9,112.2,116.8,115.6,118.7,119.5,123.4,122.0,125.8,124.1,128.3,124.0,128.3,126.3,131.8,129.1,133.5,130.6,133.4,126.0,127.8,124.1,127.8,125.1,130.8,132.8,141.1,133.4,136.9,135.6,141.6,138.4,144.2,144.3,155.4,164.6,170.7,170.71,177.46200000000005,178.183,192.574,189.678,191.419,188.61,193.36599999999999,191.54,198.37,193.584,195.775,195.537,201.493,203.243,208.487,206.669,206.81,202.15400000000002,206.545,206.18099999999998,211.239,209.179,211.113,209.533,211.52200000000002,209.65400000000002,213.463,216.028
