index,Index,Label,unit,start,last,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
CWUR0000SAF      ,CWUR0000SAF      ,"Food and beverages in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1967-M01,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,36.2,38.0,40.1,41.3,43.1,48.8,55.5,60.2,62.0,65.7,72.1,79.9,86.9,93.6,97.3,99.5,103.2,105.5,108.9,113.3,117.9,124.6,131.8,136.5,138.3,141.2,144.4,148.3,153.2,157.2,160.4,163.8,167.7,173.0,176.1,179.9,186.2,190.5,194.9,202.531,213.546,217.48,219.182,227.276,233.137,236.317,241.929,246.278,246.86,248.899,252.307,256.885,265.765,276.194
CWUR0000SAF1     ,CWUR0000SAF1     ,"Food in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1913-M01,2022-M01,10.0,10.2,10.0,11.3,14.5,16.7,18.6,21.0,15.9,14.9,15.4,15.2,16.5,17.0,16.4,16.3,16.5,15.6,12.9,10.7,10.4,11.6,12.4,12.6,13.1,12.1,11.8,12.0,13.1,15.4,17.1,16.9,17.3,19.8,24.1,26.1,25.0,25.4,28.2,28.7,28.3,28.2,27.8,28.0,28.9,30.2,29.7,30.0,30.4,30.6,31.1,31.5,32.2,33.8,34.1,35.3,37.1,39.2,40.3,42.1,48.2,55.1,59.8,61.6,65.5,72.0,80.0,87.0,93.7,97.4,99.4,103.2,105.4,108.8,113.3,117.9,124.8,132.1,136.0,137.5,140.5,143.9,147.9,152.8,156.8,160.0,163.4,167.2,172.5,175.5,179.4,185.7,190.1,194.4,202.134,213.376,217.118,218.73,227.125,233.059,236.193,241.99,246.462,246.858,248.82,252.214,256.846,265.881,276.596
CWUR0000SAF11    ,CWUR0000SAF11    ,"Food at home in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1947-M01,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.9,28.1,27.0,27.4,30.4,31.0,30.4,30.3,29.7,29.8,30.7,32.1,31.3,31.6,31.9,32.1,32.5,32.9,33.7,35.4,35.3,36.4,38.2,40.1,41.0,42.9,49.9,57.3,62.0,63.3,67.1,74.0,82.0,88.6,95.0,98.1,99.2,102.7,104.1,107.1,111.7,116.2,123.9,131.9,135.5,136.4,139.6,143.4,147.9,153.5,157.2,160.0,163.0,166.8,172.4,174.7,178.5,185.4,188.9,192.2,200.273,213.017,213.908,214.638,225.181,230.737,232.835,238.639,241.502,238.15,237.671,238.814,241.012,249.651,258.566
CWUR0000SAF111   ,CWUR0000SAF111   ,"Cereals and bakery products in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1935-M01,2022-M01,,,,,,,,,,,,,,,,,,,,,,,13.4,13.2,13.6,13.2,12.5,12.8,12.9,13.9,14.2,14.3,14.3,16.5,20.5,22.5,22.4,22.7,24.8,25.4,25.9,26.5,27.0,27.3,28.4,29.0,29.2,29.8,30.4,31.1,31.5,31.6,32.1,33.4,34.2,34.3,35.3,37.3,39.0,39.2,43.7,56.8,63.2,61.8,62.8,68.6,75.5,84.5,92.5,96.5,99.6,103.9,107.9,110.9,114.8,122.2,132.4,139.9,145.6,151.3,156.3,162.7,167.2,173.6,177.3,180.9,184.7,188.0,193.6,198.0,202.8,206.0,208.9,213.1,222.409,245.472,253.214,251.024,261.085,268.293,271.255,272.293,275.183,274.262,272.758,273.858,277.736,283.868,290.431
CWUR0000SAF112   ,CWUR0000SAF112   ,"Meats, poultry, fish, and eggs in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1967-M01,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,39.1,42.7,44.6,44.2,48.1,61.0,62.3,67.1,68.1,67.5,77.6,89.0,91.9,96.0,99.6,99.2,101.2,100.0,104.4,110.4,114.1,121.2,130.0,132.7,130.8,135.4,137.0,138.5,144.5,148.2,147.0,147.6,154.1,161.2,162.0,169.2,181.8,184.7,186.1,195.193,204.255,203.394,207.431,223.191,230.987,235.746,252.848,260.534,248.002,246.231,249.436,250.152,265.303,283.139
CWUR0000SAF1121  ,CWUR0000SAF1121  ,"Meats, poultry, and fish in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1935-M01,2022-M01,,,,,,,,,,,,,,,,,,,,,,,13.1,12.9,13.8,12.9,12.6,12.5,14.1,16.5,17.6,17.0,17.1,21.1,28.4,32.2,30.5,31.8,35.6,35.3,33.4,32.8,30.8,29.4,31.9,35.0,33.6,33.2,33.2,34.1,33.5,33.0,35.2,38.2,37.2,38.0,41.2,43.4,43.5,47.6,59.7,61.0,66.3,66.8,66.4,77.4,88.9,92.1,96.0,100.0,99.2,100.8,100.4,104.8,111.6,115.4,121.3,130.3,133.4,132.3,136.5,138.5,139.6,144.6,148.7,147.5,148.5,155.2,162.4,163.1,169.7,182.4,186.7,187.8,195.018,203.246,204.271,208.409,224.041,232.024,236.656,253.72,258.929,249.985,249.701,251.438,253.809,269.445,287.943
CWUR0000SAF11211 ,CWUR0000SAF11211 ,"Meats in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1935-M01,2022-M01,,,,,,,,,,,,,,,,,,,,,,,12.5,12.2,13.2,12.1,12.0,11.7,13.2,15.2,15.4,14.6,14.6,18.7,26.6,30.2,28.4,30.0,34.0,33.7,31.4,31.2,28.8,27.8,30.9,34.4,33.1,32.5,33.0,33.6,33.1,32.6,35.0,38.3,37.3,38.2,41.6,43.9,43.5,48.2,60.1,61.2,66.4,66.5,65.0,77.1,90.1,92.6,96.1,100.6,99.5,99.8,98.9,102.1,109.7,112.2,116.7,128.6,132.7,130.8,134.7,135.5,135.5,140.2,144.4,141.6,142.4,150.7,159.2,160.2,168.8,183.1,187.4,188.6,194.67,201.626,200.569,206.696,225.503,233.127,235.806,257.8,265.977,254.374,253.108,254.095,257.115,275.759,297.168
CWUR0000SAF113   ,CWUR0000SAF113   ,"Fruits and vegetables in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1935-M01,2022-M01,,,,,,,,,,,,,,,,,,,,,,,11.4,11.9,12.3,10.6,10.8,11.0,11.8,14.9,19.2,19.2,20.2,20.7,22.7,23.4,23.7,22.7,24.8,27.3,26.4,26.0,26.4,27.7,27.6,29.6,29.1,29.8,30.0,30.2,31.9,33.1,33.1,33.8,33.8,36.5,36.9,38.3,40.2,42.2,48.2,56.0,57.8,59.3,64.7,71.6,77.1,82.8,92.3,97.0,97.5,105.6,108.2,109.4,118.8,127.6,137.6,148.3,155.6,154.8,158.2,164.2,176.7,183.1,186.6,197.0,201.8,203.4,210.8,219.6,224.3,230.4,238.9,251.0,260.484,276.759,270.562,270.713,282.18,280.342,287.333,291.601,291.244,293.488,293.258,295.045,298.422,303.126,312.399
CWUR0000SAF1131  ,CWUR0000SAF1131  ,"Fresh fruits and vegetables in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1935-M01,2022-M01,,,,,,,,,,,,,,,,,,,,,,,9.8,10.5,10.7,9.1,9.4,9.6,10.3,13.1,17.6,17.5,18.6,18.9,19.9,21.0,21.6,20.4,22.1,25.7,24.2,23.7,24.2,25.6,25.8,27.7,26.4,28.0,27.5,28.3,30.0,31.7,32.4,33.0,33.1,36.2,36.7,38.5,40.0,42.3,49.9,53.8,54.9,56.3,64.0,71.7,77.2,83.0,92.1,96.5,96.6,106.8,109.4,113.0,126.3,135.4,146.9,159.8,173.8,170.2,177.5,185.5,204.7,210.7,214.2,229.8,235.5,237.2,246.2,256.9,263.5,272.1,282.4,298.5,309.876,325.857,309.639,311.623,326.153,319.313,329.675,336.017,334.731,338.517,339.964,343.449,347.185,350.592,361.737
CWUR0000SAF114   ,CWUR0000SAF114   ,"Nonalcoholic beverages and beverage materials in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1947-M01,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.9,13.1,14.1,19.9,22.0,22.1,22.7,27.0,24.2,25.3,25.1,23.3,21.2,21.0,21.0,20.7,21.0,23.5,23.3,23.2,23.0,23.4,24.1,27.0,28.0,27.9,29.9,35.8,41.2,49.2,74.2,78.2,81.9,90.9,95.3,98.0,99.8,102.2,104.2,110.0,107.5,107.7,111.4,113.8,114.4,114.6,115.1,122.9,131.0,128.1,132.3,131.8,133.2,136.9,138.4,138.6,139.1,139.7,143.7,146.7,152.786,159.324,162.598,161.214,166.067,167.752,166.327,165.41,167.231,166.845,167.089,167.386,170.787,177.0,182.112
