index,Index,Label,unit,start,last,1984-S1,1984-S2,1985-S1,1985-S2,1986-S1,1986-S2,1987-S1,1987-S2,1988-S1,1988-S2,1989-S1,1989-S2,1990-S1,1990-S2,1991-S1,1991-S2,1992-S1,1992-S2,1993-S1,1993-S2,1994-S1,1994-S2,1995-S1,1995-S2,1996-S1,1996-S2,1997-S1,1997-S2,1998-S1,1998-S2,1999-S1,1999-S2,2000-S1,2000-S2,2001-S1,2001-S2,2002-S1,2002-S2,2003-S1,2003-S2,2004-S1,2004-S2,2005-S1,2005-S2,2006-S1,2006-S2,2007-S1,2007-S2,2008-S1,2008-S2,2009-S1,2009-S2,2010-S1,2010-S2,2011-S1,2011-S2,2012-S1,2012-S2,2013-S1,2013-S2,2014-S1,2014-S2,2015-S1,2015-S2,2016-S1,2016-S2,2017-S1,2017-S2,2018-S1,2018-S2,2019-S1,2019-S2,2020-S1,2020-S2,2021-S1
CWUS0000SAM      ,CWUS0000SAM      ,"Medical care in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S01,105.5,108.3,111.8,115.4,119.9,124.1,128.3,132.2,136.7,141.2,146.7,152.5,159.2,166.2,173.3,179.6,186.8,192.4,198.6,203.2,208.0,212.7,217.8,221.8,226.1,229.2,232.8,235.2,239.5,243.4,247.8,251.7,257.4,262.4,269.2,274.3,281.3,287.9,293.7,298.8,306.8,312.3,320.2,325.5,333.1,338.4,347.055,354.708,362.759,365.658,373.61199999999997,378.517,387.714,391.81800000000004,399.56,404.814,414.579,420.92199999999997,426.355,430.29699999999997,436.416,440.093,447.369,451.835,462.88300000000004,472.533,478.27099999999996,481.279,487.694,489.459,497.30800000000005,509.536,523.864,529.633,531.318
CWUS0000SAM1     ,CWUS0000SAM1     ,"Medical care commodities in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S01,105.7,109.1,113.1,116.6,120.6,123.9,128.0,132.4,136.6,141.3,146.8,152.6,159.1,165.4,172.3,178.6,184.8,188.2,191.8,194.5,197.4,199.9,201.3,203.1,206.7,209.0,212.0,213.1,216.6,220.6,224.6,229.0,232.1,235.2,240.5,245.0,249.4,252.9,255.9,258.9,262.0,264.5,267.0,271.5,277.6,280.3,280.84,284.276,287.991,287.948,294.809,298.64,305.126,307.387,314.175,317.51599999999996,324.302,326.839,325.824,327.139,331.16,337.412,343.9,346.17800000000005,351.795,361.311,364.148,368.401,371.17699999999996,369.51199999999994,368.153,371.176,373.282,370.871,365.57099999999997
CWUS0000SAM2     ,CWUS0000SAM2     ,"Medical care services in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S01,105.5,108.2,111.5,115.1,119.8,124.1,128.4,132.2,136.7,141.2,146.7,152.5,159.1,166.4,173.6,179.9,187.3,193.4,200.1,205.2,210.3,215.6,221.6,226.1,230.5,233.7,237.4,240.1,244.7,248.5,253.0,256.8,263.1,268.6,275.8,281.1,288.8,296.3,303.0,308.8,318.3,324.8,334.5,340.1,348.0,354.1,365.591,374.63,384.267,388.36699999999996,396.55300000000005,401.777,411.879,416.668,424.584,430.517,441.282,449.05699999999996,457.06199999999995,462.004,468.86800000000005,471.415,478.84,484.089,497.07599999999996,506.615,513.3530000000002,515.841,523.431,526.3380000000002,537.23,552.467,570.621,578.962,582.847
CWUS0000SEMC     ,CWUS0000SEMC     ,"Professional services in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S01,105.6,108.4,111.9,115.2,119.1,122.7,127.0,131.0,135.7,139.7,144.6,148.7,153.9,158.9,163.7,168.5,174.0,178.6,183.4,187.1,191.3,195.4,200.2,203.8,207.8,211.2,215.4,218.0,222.1,225.4,229.2,232.4,237.8,241.4,247.1,250.2,254.2,257.8,261.8,264.9,271.9,276.2,282.5,286.2,290.0,293.3,300.88599999999997,305.45099999999996,311.587,315.3040000000001,320.467,323.788,329.61699999999996,333.295,338.0130000000001,340.64300000000014,343.77,347.597,351.82800000000015,354.28,357.404,359.295,362.981,366.309,372.666,378.358,379.409,378.126,381.56199999999995,381.666,384.54699999999997,387.074,390.83,395.45,403.07
CWUS0000SEMC01   ,CWUS0000SEMC01   ,"Physicians' services in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.298,383.311,385.749,387.57800000000003,390.791,395.899,407.843
CWUS0000SEMC02   ,CWUS0000SEMC02   ,"Dental services in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483.471,482.65,489.63300000000004,496.028,504.173,511.09,516.05
CWUS0000SEMC03   ,CWUS0000SEMC03   ,"Eyeglasses and eye care in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1986.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.835,190.537,191.541,192.292,192.81799999999998,193.635,192.774
CWUS0000SEMC04   ,CWUS0000SEMC04   ,"Services by other medical professionals in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1986.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.40099999999998,244.00900000000001,244.37,245.513,246.747,248.851,253.545
CWUS0000SEMD     ,CWUS0000SEMD     ,"Hospital and related services in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,879.4910000000001,885.88,891.493,907.071,933.8510000000001,941.203,957.945
CWUS0000SEMD01   ,CWUS0000SEMD01   ,"Hospital services in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1996.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.64099999999996,332.959,334.88,340.86300000000006,351.119,353.75,359.897
