index,Index,Label,unit,start,last,1984-S1,1984-S2,1985-S1,1985-S2,1986-S1,1986-S2,1987-S1,1987-S2,1988-S1,1988-S2,1989-S1,1989-S2,1990-S1,1990-S2,1991-S1,1991-S2,1992-S1,1992-S2,1993-S1,1993-S2,1994-S1,1994-S2,1995-S1,1995-S2,1996-S1,1996-S2,1997-S1,1997-S2,1998-S1,1998-S2,1999-S1,1999-S2,2000-S1,2000-S2,2001-S1,2001-S2,2002-S1,2002-S2,2003-S1,2003-S2,2004-S1,2004-S2,2005-S1,2005-S2,2006-S1,2006-S2,2007-S1,2007-S2,2008-S1,2008-S2,2009-S1,2009-S2,2010-S1,2010-S2,2011-S1,2011-S2,2012-S1,2012-S2,2013-S1,2013-S2,2014-S1,2014-S2,2015-S1,2015-S2,2016-S1,2016-S2,2017-S1,2017-S2,2018-S1,2018-S2,2019-S1,2019-S2,2020-S1,2020-S2,2021-S1
CWUS0200AA0      ,CWUS0200AA0      ,"All items - old base in Midwest urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1977.12=100,1984-S01,2021-S01,164.6,167.9,169.3,171.5,171.4,172.5,175.9,180.1,182.3,187.2,191.4,195.0,199.7,205.6,209.0,211.9,214.2,217.6,220.6,223.2,225.8,230.1,233.6,236.1,240.1,243.9,246.8,248.6,250.3,252.3,254.7,259.1,264.3,268.3,273.4,272.9,273.9,277.2,280.1,281.2,285.2,289.2,293.4,300.6,303.5,305.0,309.846,314.993,323.79,325.534,318.836,324.668,328.246,330.564,339.2,343.666,347.466,349.897,353.005,353.39099999999996,358.153,358.04900000000015,353.43300000000005,355.24,354.723,357.72,360.744,363.167,368.517,370.63,372.94699999999995,376.649,375.855,381.00199999999995,392.01099999999997
CWUS0200SA0      ,CWUS0200SA0      ,"All items in Midwest urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S01,101.8,103.8,104.7,106.0,106.0,106.7,108.8,111.3,112.7,115.7,118.4,120.6,123.5,127.2,129.2,131.0,132.5,134.5,136.4,138.0,139.6,142.3,144.4,146.0,148.5,150.8,152.6,153.7,154.8,156.0,157.5,160.2,163.4,165.9,169.0,168.7,169.4,171.4,173.2,173.9,176.3,178.8,181.4,185.9,187.7,188.6,191.59099999999998,194.774,200.21400000000003,201.292,197.15,200.75599999999997,202.96900000000002,204.40200000000002,209.74200000000002,212.50400000000002,214.85299999999998,216.357,218.278,218.517,221.46200000000002,221.39700000000002,218.543,219.66099999999997,219.34099999999998,221.19400000000002,223.06400000000002,224.562,227.87,229.17700000000002,230.609,232.898,232.408,235.59099999999998,242.398
CWUS0200SA0E     ,CWUS0200SA0E     ,"Energy in Midwest urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S01,100.7,102.1,101.1,103.8,91.7,84.9,87.2,91.9,87.8,91.2,93.9,95.6,96.3,106.1,100.6,100.2,97.6,101.2,100.4,100.6,98.5,102.5,100.7,100.2,105.3,109.8,108.9,107.9,102.0,99.5,98.9,110.4,122.1,128.8,137.0,119.8,114.7,123.4,133.9,136.5,146.3,155.3,162.2,190.6,194.4,189.8,200.18099999999998,212.299,237.334,228.96,177.86900000000003,194.67700000000002,205.42700000000002,210.111,242.065,242.264,243.34900000000002,243.324,246.372,237.63400000000001,248.408,233.395,196.94099999999997,195.18200000000002,177.667,187.845,193.81400000000002,200.707,209.183,209.57299999999998,202.02200000000002,205.27,181.725,184.426,214.40900000000002
CWUS0200SA0L1    ,CWUS0200SA0L1    ,"All items less food in Midwest urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S01,101.8,103.9,104.8,106.5,106.0,106.1,108.2,111.1,112.4,115.3,117.8,120.0,122.4,126.3,128.3,130.4,131.9,134.4,136.2,137.8,139.5,142.3,144.4,146.0,148.5,150.5,152.4,153.4,154.4,155.5,156.9,159.9,163.3,165.8,169.0,168.2,168.7,171.0,172.8,173.3,175.6,178.1,180.7,185.6,187.4,188.1,190.93900000000002,193.947,199.39,199.31599999999997,194.225,198.628,201.00099999999998,202.43,207.83700000000002,210.15900000000002,212.412,213.955,215.921,216.07,218.886,218.122,214.581,215.618,215.273,217.56099999999998,219.637,221.148,224.75799999999998,226.16299999999998,227.389,229.824,228.46200000000002,231.666,238.957
CWUS0200SA0L1E   ,CWUS0200SA0L1E   ,"All items less food and energy in Midwest urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S01,101.9,104.3,105.4,107.0,108.7,110.3,112.4,115.0,117.2,120.1,122.6,124.8,127.6,130.5,133.8,136.3,138.6,140.8,143.1,145.0,147.3,150.0,152.7,154.7,156.7,158.4,160.7,162.1,164.3,166.0,167.8,169.3,171.2,173.0,175.3,177.4,179.1,180.5,181.0,181.2,182.3,183.8,185.7,187.0,188.5,190.1,191.774,193.42,195.938,197.13,198.997,201.56,202.764,203.74200000000002,205.399,208.053,210.389,212.192,214.017,215.53,217.22799999999998,218.59,219.93599999999998,221.405,223.66,224.86900000000003,226.426,227.2,230.09,231.668,234.24400000000003,236.588,238.185,241.505,245.986
CWUS0200SA0L2    ,CWUS0200SA0L2    ,"All items less shelter in Midwest urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S01,103.3,104.5,105.7,106.8,106.1,106.4,108.4,110.9,112.0,115.1,118.0,120.1,123.1,126.7,128.8,130.4,131.6,133.7,135.4,136.8,138.1,140.8,142.7,143.8,146.2,148.7,150.2,150.8,151.5,152.3,153.6,156.6,159.9,162.2,165.6,164.3,164.0,166.0,167.7,168.3,170.9,173.6,176.5,182.0,184.0,184.3,187.65099999999998,191.30599999999998,197.92700000000002,199.264,193.08,197.43200000000002,200.49900000000002,202.195,208.894,212.083,214.592,215.827,217.535,217.00400000000002,220.13099999999997,219.15,214.27900000000002,214.83,213.153,214.53799999999998,215.957,216.865,219.75799999999998,220.144,220.457,222.358,220.607,223.99,231.81799999999998
CWUS0200SA0L5    ,CWUS0200SA0L5    ,"All items  less medical care in Midwest urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S01,101.6,103.6,104.4,105.7,105.4,105.9,107.9,110.5,111.7,114.6,117.2,119.3,122.0,125.5,127.4,129.0,130.2,132.2,133.8,135.3,136.8,139.3,141.3,142.8,145.1,147.5,149.2,150.3,151.3,152.3,153.7,156.4,159.5,161.9,164.8,164.4,164.8,166.7,168.3,168.9,171.1,173.4,175.8,180.2,181.8,182.5,185.305,188.305,193.69799999999998,194.722,190.213,193.71900000000002,195.738,197.06400000000002,202.28599999999997,204.946,207.02200000000002,208.301,210.06400000000002,210.12900000000002,212.893,212.65099999999998,209.452,210.482,209.72400000000002,211.25,213.041,214.56,217.951,219.18200000000002,220.425,222.282,221.27200000000002,224.283,231.28
CWUS0200SA0LE    ,CWUS0200SA0LE    ,"All items less energy in Midwest urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S01,101.9,104.0,105.1,106.4,108.2,110.0,112.1,114.5,116.6,119.6,122.2,124.5,127.7,130.5,133.7,135.8,137.8,139.7,141.9,143.7,145.8,148.3,151.0,152.9,154.9,157.0,159.2,160.6,162.7,164.4,166.2,167.7,169.7,171.5,174.0,176.1,177.7,178.9,179.6,180.1,181.5,183.2,185.2,186.6,188.2,189.8,191.898,193.97299999999998,196.984,199.261,201.005,202.97299999999998,204.185,205.24,207.433,210.52200000000002,212.925,214.638,216.429,217.831,219.89700000000002,221.68,222.956,224.43900000000002,226.26,227.14,228.53900000000002,229.40900000000002,232.05599999999998,233.49,236.088,238.27200000000002,240.387,243.65599999999998,248.015
CWUS0200SAA      ,CWUS0200SAA      ,"Apparel in Midwest urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S01,100.6,102.7,104.0,105.7,103.8,105.9,106.4,111.5,113.8,117.2,117.3,119.1,121.9,124.0,125.2,128.2,128.0,129.3,129.9,130.6,130.9,131.0,129.6,130.2,130.1,128.0,131.5,129.9,129.0,129.3,127.6,126.1,124.0,123.0,122.8,121.0,118.7,116.8,114.3,114.9,113.5,114.2,113.5,111.9,109.7,108.6,109.124,107.617,108.88600000000001,110.23299999999999,109.24799999999999,111.32700000000001,110.38799999999999,109.259,109.436,115.154,117.235,118.021,118.196,119.98100000000001,119.287,120.455,116.02,117.559,115.256,114.427,115.71,116.616,117.926,115.37700000000001,114.98,116.304,110.11399999999999,107.33,110.65100000000001
CWUS0200SAC      ,CWUS0200SAC      ,"Commodities in Midwest urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S01,102.0,102.8,103.5,104.3,102.5,102.2,104.5,107.0,108.1,111.0,113.7,115.7,118.7,122.5,123.7,124.8,125.4,127.2,128.5,129.2,130.2,132.8,134.2,134.8,137.1,138.9,140.0,139.9,139.8,140.1,141.3,143.8,147.1,148.0,150.1,148.3,146.9,147.5,148.3,147.2,149.5,151.3,154.3,158.6,160.4,160.2,162.733,166.345,172.972,171.91299999999995,164.951,169.761,172.737,173.579,182.13,185.13,188.202,188.157,189.143,187.475,189.903,187.53599999999997,180.725,180.855,177.601,177.65099999999995,178.93900000000005,179.49900000000005,182.642,182.25599999999997,182.382,183.53799999999998,180.12599999999995,183.002,191.954
